Id,Id2,Geography,Population,Margin of Error; Total
1500000US530330049004,530330049004,"Block Group 4, Census Tract 49, King County, Washington",1715,405
1500000US530330049005,530330049005,"Block Group 5, Census Tract 49, King County, Washington",1584,349
1500000US530330050001,530330050001,"Block Group 1, Census Tract 50, King County, Washington",1416,201
1500000US530330050002,530330050002,"Block Group 2, Census Tract 50, King County, Washington",775,199
1500000US530330050003,530330050003,"Block Group 3, Census Tract 50, King County, Washington",1516,278
1500000US530330051001,530330051001,"Block Group 1, Census Tract 51, King County, Washington",1412,219
1500000US530330051002,530330051002,"Block Group 2, Census Tract 51, King County, Washington",1318,191
1500000US530330051003,530330051003,"Block Group 3, Census Tract 51, King County, Washington",887,163
1500000US530330052001,530330052001,"Block Group 1, Census Tract 52, King County, Washington",1219,337
1500000US530330052002,530330052002,"Block Group 2, Census Tract 52, King County, Washington",1046,279
1500000US530330052003,530330052003,"Block Group 3, Census Tract 52, King County, Washington",1154,307
1500000US530330052004,530330052004,"Block Group 4, Census Tract 52, King County, Washington",1993,787
1500000US530330052005,530330052005,"Block Group 5, Census Tract 52, King County, Washington",1230,347
1500000US530330053011,530330053011,"Block Group 1, Census Tract 53.01, King County, Washington",2929,549
1500000US530330053012,530330053012,"Block Group 2, Census Tract 53.01, King County, Washington",1995,339
1500000US530330053013,530330053013,"Block Group 3, Census Tract 53.01, King County, Washington",1102,297
1500000US530330053014,530330053014,"Block Group 4, Census Tract 53.01, King County, Washington",782,255
1500000US530330053021,530330053021,"Block Group 1, Census Tract 53.02, King County, Washington",1187,318
1500000US530330053022,530330053022,"Block Group 2, Census Tract 53.02, King County, Washington",754,195
1500000US530330053023,530330053023,"Block Group 3, Census Tract 53.02, King County, Washington",3775,582
1500000US530330054001,530330054001,"Block Group 1, Census Tract 54, King County, Washington",846,214
1500000US530330054002,530330054002,"Block Group 2, Census Tract 54, King County, Washington",1337,284
1500000US530330054003,530330054003,"Block Group 3, Census Tract 54, King County, Washington",1354,238
1500000US530330054004,530330054004,"Block Group 4, Census Tract 54, King County, Washington",1241,202
1500000US530330056001,530330056001,"Block Group 1, Census Tract 56, King County, Washington",1221,178
1500000US530330056002,530330056002,"Block Group 2, Census Tract 56, King County, Washington",1528,326
1500000US530330056003,530330056003,"Block Group 3, Census Tract 56, King County, Washington",1328,300
1500000US530330056004,530330056004,"Block Group 4, Census Tract 56, King County, Washington",979,240
1500000US530330056005,530330056005,"Block Group 5, Census Tract 56, King County, Washington",1143,266
1500000US530330057001,530330057001,"Block Group 1, Census Tract 57, King County, Washington",718,394
1500000US530330057002,530330057002,"Block Group 2, Census Tract 57, King County, Washington",1575,384
1500000US530330057003,530330057003,"Block Group 3, Census Tract 57, King County, Washington",817,364
1500000US530330057004,530330057004,"Block Group 4, Census Tract 57, King County, Washington",762,180
1500000US530330057005,530330057005,"Block Group 5, Census Tract 57, King County, Washington",946,283
1500000US530330057006,530330057006,"Block Group 6, Census Tract 57, King County, Washington",1635,374
1500000US530330058011,530330058011,"Block Group 1, Census Tract 58.01, King County, Washington",1157,217
1500000US530330058012,530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",1506,354
1500000US530330058013,530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",1242,377
1500000US530330058014,530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",1347,292
1500000US530330058021,530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",1751,333
1500000US530330058022,530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",1755,319
1500000US530330058023,530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",1792,304
1500000US530330059001,530330059001,"Block Group 1, Census Tract 59, King County, Washington",1945,424
1500000US530330059002,530330059002,"Block Group 2, Census Tract 59, King County, Washington",1500,419
1500000US530330059003,530330059003,"Block Group 3, Census Tract 59, King County, Washington",1652,432
1500000US530330059004,530330059004,"Block Group 4, Census Tract 59, King County, Washington",1387,230
1500000US530330059005,530330059005,"Block Group 5, Census Tract 59, King County, Washington",1412,524
1500000US530330060001,530330060001,"Block Group 1, Census Tract 60, King County, Washington",1177,225
1500000US530330060002,530330060002,"Block Group 2, Census Tract 60, King County, Washington",1523,337
1500000US530330060003,530330060003,"Block Group 3, Census Tract 60, King County, Washington",1504,344
1500000US530330060004,530330060004,"Block Group 4, Census Tract 60, King County, Washington",1141,329
1500000US530330061001,530330061001,"Block Group 1, Census Tract 61, King County, Washington",1347,238
1500000US530330061002,530330061002,"Block Group 2, Census Tract 61, King County, Washington",1121,305
1500000US530330061003,530330061003,"Block Group 3, Census Tract 61, King County, Washington",1484,238
1500000US530330061004,530330061004,"Block Group 4, Census Tract 61, King County, Washington",1400,311
1500000US530330062001,530330062001,"Block Group 1, Census Tract 62, King County, Washington",1492,214
1500000US530330062002,530330062002,"Block Group 2, Census Tract 62, King County, Washington",1523,170
1500000US530330062003,530330062003,"Block Group 3, Census Tract 62, King County, Washington",859,185
1500000US530330063001,530330063001,"Block Group 1, Census Tract 63, King County, Washington",1402,246
1500000US530330063002,530330063002,"Block Group 2, Census Tract 63, King County, Washington",1331,241
1500000US530330063003,530330063003,"Block Group 3, Census Tract 63, King County, Washington",1160,276
1500000US530330063004,530330063004,"Block Group 4, Census Tract 63, King County, Washington",1234,240
1500000US530330064001,530330064001,"Block Group 1, Census Tract 64, King County, Washington",1028,223
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",945,183
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",1260,182
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",870,194
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",1589,214
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",1573,229
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",1272,274
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",1881,344
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",2029,322
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",1651,257
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",861,226
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",2136,454
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",1305,178
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",1669,253
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",1114,287
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",1173,257
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",908,168
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",1042,217
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",981,331
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",974,187
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",1865,312
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",1077,265
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",1125,289
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",1149,296
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",1191,186
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",1792,193
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",2735,398
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",1573,406
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",1244,227
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",2031,395
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",1299,248
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",1511,283
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",1104,283
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",1298,251
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",1093,272
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",835,202
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",2055,362
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",1788,301
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",1467,270
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",1190,240
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",1169,262
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",2168,517
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",1622,583
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",1065,293
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",1282,263
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",1347,244
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",1298,242
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",1234,384
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",887,187
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",1100,336
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",1349,265
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",1412,302
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",1692,269
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",1190,352
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",1274,338
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",1174,503
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",1139,229
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",813,274
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",1316,178
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",1058,196
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",1176,215
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",941,245
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",847,207
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",1221,310
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",1163,469
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",1851,264
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",1256,240
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",1790,375
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",1189,334
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",1281,237
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",1113,253
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",1520,341
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",957,154
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",1105,174
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",1613,237
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",1517,270
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",1417,272
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",1164,285
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",1225,192
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",1102,190
1500000US530330085003,530330085003,"Block Group 3, Census Tract 85, King County, Washington",1844,211
1500000US530330086001,530330086001,"Block Group 1, Census Tract 86, King County, Washington",1201,243
1500000US530330086002,530330086002,"Block Group 2, Census Tract 86, King County, Washington",2335,422
1500000US530330086003,530330086003,"Block Group 3, Census Tract 86, King County, Washington",1150,266
1500000US530330087001,530330087001,"Block Group 1, Census Tract 87, King County, Washington",1584,392
1500000US530330087002,530330087002,"Block Group 2, Census Tract 87, King County, Washington",1175,433
1500000US530330087003,530330087003,"Block Group 3, Census Tract 87, King County, Washington",1455,312
1500000US530330088001,530330088001,"Block Group 1, Census Tract 88, King County, Washington",1377,269
1500000US530330088002,530330088002,"Block Group 2, Census Tract 88, King County, Washington",1383,366
1500000US530330088003,530330088003,"Block Group 3, Census Tract 88, King County, Washington",867,212
1500000US530330089001,530330089001,"Block Group 1, Census Tract 89, King County, Washington",959,211
1500000US530330089002,530330089002,"Block Group 2, Census Tract 89, King County, Washington",1124,299
1500000US530330089003,530330089003,"Block Group 3, Census Tract 89, King County, Washington",1408,489
1500000US530330089004,530330089004,"Block Group 4, Census Tract 89, King County, Washington",1086,363
1500000US530330090001,530330090001,"Block Group 1, Census Tract 90, King County, Washington",1137,193
