SERIALNO,HINCP,NP,WGTP,AMI_80,HINCP_threshold,AMI_60,AMI_50,AMI_40
1164687,131949.91177739706,4,124,0,Over 60,0,0,0
1166041,5759.718371235586,1,121,121,Under 60,121,121,121
1166052,136138.7978655684,4,69,0,Over 60,0,0,0
1166364,326733.1148773642,4,118,0,Over 60,0,0,0
1166373,16231.933591663925,1,118,118,Under 60,118,118,118
1166564,106816.59524836905,2,169,0,Over 60,0,0,0
1167740,94354.65913605933,4,49,0,Over 60,0,0,0
1168413,99486.04459406922,4,68,0,Over 60,0,0,0
1169414,35710.25390166063,3,131,131,Under 60,131,131,131
1169489,27646.648181930814,1,154,154,Under 60,154,154,154
1170062,125247.69403632292,2,135,0,Over 60,0,0,0
1170620,38265.474415445155,1,120,120,Under 60,120,0,0
1172599,119069.0870562702,5,166,0,Over 60,0,0,0
1172772,47962.745709561794,1,112,112,Over 60,0,0,0
1172992,61786.0698005272,1,188,0,Over 60,0,0,0
1173872,108073.26107482046,2,158,0,Over 60,0,0,0
1174251,183263.76635749592,4,66,0,Over 60,0,0,0
1174550,150171.56626094237,2,52,0,Over 60,0,0,0
1174933,73305.50654299837,3,51,0,Over 60,0,0,0
1176701,150276.28841314666,2,69,0,Over 60,0,0,0
1179364,98438.82307202638,2,70,0,Over 60,0,0,0
1180216,249762.33300721587,2,112,0,Over 60,0,0,0
1180304,136142.98675165657,2,105,0,Over 60,0,0,0
1181604,48172.19001397036,2,52,52,Over 60,0,0,0
1181854,187243.20814125868,3,151,0,Over 60,0,0,0
1182090,151847.1206962109,3,121,0,Over 60,0,0,0
1182163,55523.68509871105,1,87,87,Over 60,0,0,0
1182328,96348.56891402889,3,84,0,Over 60,0,0,0
1184032,21886.929810695226,3,117,117,Under 60,117,117,117
1184182,205255.41832039543,2,72,0,Over 60,0,0,0
1185233,73305.50654299837,1,64,0,Over 60,0,0,0
1186564,140327.68395373973,3,69,0,Over 60,0,0,0
1187600,183138.0997748508,2,234,0,Over 60,0,0,0
1187616,92155.49393976938,2,178,0,Over 60,0,0,0
1188165,144516.57004191107,1,143,0,Over 60,0,0,0
1188346,109958.25981449755,2,67,0,Over 60,0,0,0
1189387,108911.03829245472,3,145,0,Over 60,0,0,0
1190352,100847.4325727249,2,63,0,Over 60,0,0,0
1190739,149752.67765212525,3,117,0,Over 60,0,0,0
1192036,84824.94328546955,2,50,0,Over 60,0,0,0
1192220,244264.420016491,3,110,0,Over 60,0,0,0
1192799,157083.22830642507,1,86,0,Over 60,0,0,0
1193999,163366.5574386821,3,123,0,Over 60,0,0,0
1194358,235624.8424596376,2,208,0,Over 60,0,0,0
1196185,9739.160154998355,1,85,85,Under 60,85,85,85
1196311,93202.71546181221,1,59,0,Over 60,0,0,0
1196612,160224.89287255358,4,85,0,Over 60,0,0,0
1197262,109958.25981449755,2,464,0,Over 60,0,0,0
1197645,43145.526708164754,1,172,172,Over 60,0,0,0
1199204,212743.0522030017,2,77,0,Over 60,0,0,0
1199599,303170.6306314004,2,153,0,Over 60,0,0,0
1201951,119278.53136067878,2,96,0,Over 60,0,0,0
1202296,252170.94250791438,1,69,0,Over 60,0,0,0
1202418,270183.15268705116,2,61,0,Over 60,0,0,0
1202618,584349.6092999013,4,145,0,Over 60,0,0,0
1202895,26809.91818581859,2,101,101,Under 60,101,101,101
1203394,181797.65622663597,5,132,0,Over 60,0,0,0
1203584,323591.4503112357,3,76,0,Over 60,0,0,0
1205208,48936.661725061625,3,126,126,Under 60,126,0,0
1205510,78541.61415321253,3,75,0,Over 60,0,0,0
1205947,141374.90547578258,1,63,0,Over 60,0,0,0
1206296,25133.316529028012,4,105,105,Under 60,105,105,105
1207515,120744.64149153874,3,190,0,Over 60,0,0,0
1208274,153313.2308270709,2,79,0,Over 60,0,0,0
1208717,214575.68986657666,2,65,0,Over 60,0,0,0
1209260,545602.4129843165,4,116,0,Over 60,0,0,0
1209563,19897.20891881384,1,62,62,Under 60,62,62,62
1209908,313119.2350908073,4,123,0,Over 60,0,0,0
1209950,159596.5599593279,1,169,0,Over 60,0,0,0
1210183,125666.58264514006,1,306,0,Over 60,0,0,0
1210538,85872.16480751238,4,76,0,Over 60,0,0,0
1210597,130902.69025535423,3,79,0,Over 60,0,0,0
1211571,96344.38002794072,2,86,0,Over 60,0,0,0
1211573,104722.15220428338,2,99,0,Over 60,0,0,0
1211882,83358.83315460957,1,73,0,Over 60,0,0,0
1212046,101266.32118154204,3,87,0,Over 60,0,0,0
1213054,270731.8967646016,3,85,0,Over 60,0,0,0
1213088,278560.9248633938,3,227,0,Over 60,0,0,0
1213463,312490.9021775816,2,119,0,Over 60,0,0,0
1214313,68069.3989327842,5,108,108,Over 60,0,0,0
1214789,43987.4928118872,3,85,85,Under 60,85,85,0
1215159,139280.4624316969,1,125,0,Over 60,0,0,0
1215480,723630.0717315982,4,134,0,Over 60,0,0,0
1215689,197087.09044846133,3,44,0,Over 60,0,0,0
1216445,6388.051284461287,2,57,57,Under 60,57,57,57
1216767,35605.53174945635,1,258,258,Under 60,258,0,0
1217073,265994.2665988798,3,119,0,Over 60,0,0,0
1217146,218240.9651937266,2,220,0,Over 60,0,0,0
1217206,18849.98739677101,2,190,190,Under 60,190,190,190
1217339,170592.38594077763,4,91,0,Over 60,0,0,0
1218217,51313.85458009886,1,130,130,Over 60,0,0,0
1219679,103256.04207342342,2,59,0,Over 60,0,0,0
1220317,80636.0571972982,2,274,0,Over 60,0,0,0
1220605,13613.87978655684,1,40,40,Under 60,40,40,40
1221642,34558.310227413516,1,133,133,Under 60,133,133,0
1221663,28274.981095156516,1,119,119,Under 60,119,119,0
1223214,60738.848278484365,1,125,0,Over 60,0,0,0
1224027,137395.4636920198,2,96,0,Over 60,0,0,0
1224522,147658.23460803958,3,198,0,Over 60,0,0,0
1224732,24253.650450512032,3,43,43,Under 60,43,43,43
1224779,56026.35142929161,2,51,51,Over 60,0,0,0
1226689,59377.46029982868,2,67,67,Over 60,0,0,0
1226946,170697.1080929819,2,88,0,Over 60,0,0,0
1227583,489052.45079400344,4,72,0,Over 60,0,0,0
1228013,169649.8865709391,2,73,0,Over 60,0,0,0
1228508,161272.1143945964,3,135,0,Over 60,0,0,0
1229968,97391.60154998355,2,117,0,Over 60,0,0,0
1229991,153941.56374029658,2,118,0,Over 60,0,0,0
1230150,73305.50654299837,1,114,0,Over 60,0,0,0
1230335,103695.87511268142,1,62,0,Over 60,0,0,0
1230715,62330.624991989476,2,64,64,Over 60,0,0,0
1230905,68069.3989327842,1,128,0,Over 60,0,0,0
1231062,23038.873484942345,1,131,131,Under 60,131,131,131
1231404,161272.1143945964,4,149,0,Over 60,0,0,0
1231682,100742.71042052061,1,203,0,Over 60,0,0,0
1232012,457531.0829805141,2,201,0,Over 60,0,0,0
1232194,73305.50654299837,2,42,0,Over 60,0,0,0
1232426,120011.58642610876,3,57,0,Over 60,0,0,0
1233116,4.188886088171335,1,72,72,Under 60,72,72,72
1233963,73305.50654299837,2,128,0,Over 60,0,0,0
1235194,347677.54531822086,4,61,0,Over 60,0,0,0
1235366,179807.93533475458,1,77,0,Over 60,0,0,0
1236480,81683.27871934105,2,197,0,Over 60,0,0,0
1236519,43773.85962139045,1,93,93,Over 60,0,0,0
1236754,57073.57295133445,4,264,264,Under 60,264,0,0
1236793,235205.9538508205,5,122,0,Over 60,0,0,0
1236798,19897.20891881384,2,107,107,Under 60,107,107,107
1236853,165461.00048276776,2,206,0,Over 60,0,0,0
1236962,18849.98739677101,1,227,227,Under 60,227,227,227
1237193,637653.1847718816,3,69,0,Over 60,0,0,0
1238036,13090.269025535423,1,167,167,Under 60,167,167,167
1238942,74666.89452165406,2,64,0,Over 60,0,0,0
1239065,51313.85458009886,1,116,116,Over 60,0,0,0
1241013,30788.312748059314,1,71,71,Under 60,71,71,0
1243101,48067.467861766076,1,129,129,Over 60,0,0,0
1244028,489052.45079400344,2,60,0,Over 60,0,0,0
1244411,262936.3797545147,4,72,0,Over 60,0,0,0
1246681,6597.495588869853,1,83,83,Under 60,83,83,83
1247458,116241.58894675456,2,58,0,Over 60,0,0,0
1248215,10891.103829245472,1,35,35,Under 60,35,35,35
1249218,25133.316529028012,1,114,114,Under 60,114,114,114
1250232,297316.662323181,2,75,0,Over 60,0,0,0
1250368,18849.98739677101,2,148,148,Under 60,148,148,148
1250577,101580.48763815488,2,116,0,Over 60,0,0,0
1251914,9215.549393976939,1,115,115,Under 60,115,115,115
1252984,232179.4836521167,2,160,0,Over 60,0,0,0
1253668,77180.22617455685,1,61,0,Over 60,0,0,0
1253764,523.6107610214169,1,167,167,Under 60,167,167,167
1254482,176561.5486164218,3,128,0,Over 60,0,0,0
1255124,63922.40170549458,2,76,76,Over 60,0,0,0
1256011,282749.81095156516,2,81,0,Over 60,0,0,0
1256133,149752.67765212525,2,120,0,Over 60,0,0,0
1256609,104.72215220428339,1,57,57,Under 60,57,57,57
1256629,176195.0210837068,2,41,0,Over 60,0,0,0
1256633,115198.5563107999,1,222,0,Over 60,0,0,0
1256997,65974.95588869853,1,124,0,Over 60,0,0,0
1257949,32463.86718332785,1,115,115,Under 60,115,115,0
1258053,648649.0107533312,2,110,0,Over 60,0,0,0
1258364,94249.93698385505,3,112,0,Over 60,0,0,0
1258886,46081.935855972864,1,67,67,Over 60,0,0,0
1259111,42203.0273383262,2,55,55,Under 60,55,0,0
1259189,62885.65239867217,1,80,0,Over 60,0,0,0
1262200,67964.67678057992,2,136,0,Over 60,0,0,0
1262482,144516.57004191107,3,59,0,Over 60,0,0,0
1262971,314.16645661285014,2,130,130,Under 60,130,130,130
1263202,97391.60154998355,2,148,0,Over 60,0,0,0
1263615,167555.44352685343,1,127,0,Over 60,0,0,0
1264206,227247.07028329495,3,176,0,Over 60,0,0,0
1264610,130902.69025535423,2,146,0,Over 60,0,0,0
1264712,13823.324090965407,1,52,52,Under 60,52,52,52
1265226,5236.10761021417,1,68,68,Under 60,68,68,68
1265304,53722.46408079738,3,66,66,Under 60,66,0,0
1265825,211015.13669163102,4,129,0,Over 60,0,0,0
1265967,30264.701987037897,1,134,134,Under 60,134,134,0
1266510,166560.58308091274,2,53,0,Over 60,0,0,0
1267532,117288.8104687974,3,70,0,Over 60,0,0,0
1267754,10053.326611611204,1,84,84,Under 60,84,84,84
1269354,167555.44352685343,4,194,0,Over 60,0,0,0
1270714,113099.92438062606,3,115,0,Over 60,0,0,0
1271001,65974.95588869853,2,114,0,Over 60,0,0,0
1271113,75609.39389149261,2,116,0,Over 60,0,0,0
1271349,103151.31992121914,1,69,0,Over 60,0,0,0
1271378,106083.54018293908,2,71,0,Over 60,0,0,0
1272254,39794.41783762768,1,70,70,Under 60,70,0,0
1272962,739338.3945622407,3,68,0,Over 60,0,0,0
1273148,52361.07610214169,1,61,61,Over 60,0,0,0
1278535,37878.0024522893,1,192,192,Under 60,192,0,0
1279011,58225.516625581564,2,58,58,Over 60,0,0,0
1279980,120493.30832624846,2,67,0,Over 60,0,0,0
1280099,78541.61415321253,2,118,0,Over 60,0,0,0
1280312,50266.633058056024,1,195,195,Over 60,0,0,0
1280414,122524.91807901156,2,69,0,Over 60,0,0,0
1281042,69116.62045482703,2,255,0,Over 60,0,0,0
1281088,499524.66601443174,3,113,0,Over 60,0,0,0
1281908,25342.76083343658,1,106,106,Under 60,106,106,106
1282239,38537.752011176286,1,126,126,Under 60,126,0,0
1282272,24923.872224619445,1,97,97,Under 60,97,97,97
1283237,73305.50654299837,1,80,0,Over 60,0,0,0
1283393,222010.96267308076,2,197,0,Over 60,0,0,0
1283643,45868.30266547612,4,214,214,Under 60,214,214,0
1284785,65451.345127677116,2,61,0,Over 60,0,0,0
1285820,127761.02568922573,3,111,0,Over 60,0,0,0
1286083,101685.20979035916,2,115,0,Over 60,0,0,0
1286619,73305.50654299837,1,81,0,Over 60,0,0,0
1286630,134463.24343029986,2,116,0,Over 60,0,0,0
1286700,51104.410275690294,1,68,68,Over 60,0,0,0
1287862,35081.92098843493,2,134,134,Under 60,134,134,0
1288116,26180.538051070846,1,115,115,Under 60,115,115,115
1288561,41888.86088171336,1,75,75,Under 60,75,0,0
1288599,50894.96597128172,1,98,98,Over 60,0,0,0
1288615,122535.39029423198,2,168,0,Over 60,0,0,0
1288669,33406.3665531664,1,74,74,Under 60,74,74,0
1289111,183787.37711851735,2,59,0,Over 60,0,0,0
1290395,136138.7978655684,2,322,0,Over 60,0,0,0
1291826,22515.26272392093,1,99,99,Under 60,99,99,99
1292440,11959.269781729163,1,147,147,Under 60,147,147,147
1292737,56549.96219031303,1,140,0,Over 60,0,0,0
1293644,248191.5007241516,4,128,0,Over 60,0,0,0
1294679,42726.63809934762,1,123,123,Over 60,0,0,0
1296983,71211.0634989127,3,92,92,Over 60,0,0,0
1297118,21572.763354082377,2,116,116,Under 60,116,116,116
1297233,95297.15850589788,3,107,0,Over 60,0,0,0
1297505,238766.50702576613,1,114,0,Over 60,0,0,0
1297933,59691.62675644153,3,392,392,Over 60,0,0,0
1298009,34139.42161859638,1,109,109,Under 60,109,109,0
1298597,227247.07028329495,3,125,0,Over 60,0,0,0
1299755,20420.819679835262,1,180,180,Under 60,180,180,180
1302038,206512.08414684684,3,99,0,Over 60,0,0,0
1302096,33511.08870537068,1,128,128,Under 60,128,128,0
1302802,214785.13417098523,3,93,0,Over 60,0,0,0
1302859,108010.42778349789,3,46,0,Over 60,0,0,0
1303232,104722.15220428338,2,134,0,Over 60,0,0,0
1303932,44925.803295637576,7,271,271,Under 60,271,271,271
1305002,57701.90586456015,1,232,0,Over 60,0,0,0
1305468,68069.3989327842,2,129,0,Over 60,0,0,0
1306574,60738.848278484365,3,95,95,Over 60,0,0,0
1307217,217822.07658490943,2,152,0,Over 60,0,0,0
1307658,79588.83567525537,2,63,0,Over 60,0,0,0
1307683,345583.10227413516,3,66,0,Over 60,0,0,0
1307819,88385.49646041518,2,61,0,Over 60,0,0,0
1308028,163366.5574386821,2,102,0,Over 60,0,0,0
1308498,96344.38002794072,2,132,0,Over 60,0,0,0
1308865,162319.33591663925,3,74,0,Over 60,0,0,0
1309228,38956.64061999342,1,134,134,Under 60,134,0,0
1309296,90061.05089568371,2,86,0,Over 60,0,0,0
1309581,175933.2157031961,4,124,0,Over 60,0,0,0
1311105,527485.4806529754,3,133,0,Over 60,0,0,0
1311655,95820.76926691929,2,115,0,Over 60,0,0,0
1312246,195411.5360131928,2,77,0,Over 60,0,0,0
1312559,169126.27580991766,4,64,0,Over 60,0,0,0
1312832,489052.45079400344,1,91,0,Over 60,0,0,0
1313292,314166.45661285013,4,65,0,Over 60,0,0,0
1314001,108921.51050767515,2,335,0,Over 60,0,0,0
1314338,36233.86466268205,2,233,233,Under 60,233,233,0
1314368,203998.75249394405,2,73,0,Over 60,0,0,0
1314621,209444.30440856676,3,68,0,Over 60,0,0,0
1314678,153627.39728368373,2,56,0,Over 60,0,0,0
1315191,13404.435482148274,1,73,73,Under 60,73,73,73
1315531,146611.01308599673,1,200,0,Over 60,0,0,0
1316488,13613.87978655684,1,59,59,Under 60,59,59,59
1316500,39794.41783762768,1,89,89,Under 60,89,0,0
1316645,26704.148812092262,3,111,111,Under 60,111,111,111
1316812,373009.833936437,2,106,0,Over 60,0,0,0
1316934,24086.09500698518,1,108,108,Under 60,108,108,108
1317475,157083.22830642507,1,72,0,Over 60,0,0,0
1318952,32149.700726715,8,163,163,Under 60,163,163,163
1319521,79588.83567525537,3,374,0,Over 60,0,0,0
1321582,81788.00087154533,2,164,0,Over 60,0,0,0
1321624,67022.17741074137,2,150,0,Over 60,0,0,0
1321897,94249.93698385505,2,73,0,Over 60,0,0,0
1322405,50266.633058056024,1,721,721,Over 60,0,0,0
1322411,970774.350933707,5,138,0,Over 60,0,0,0
1323418,11100.54813365404,2,132,132,Under 60,132,132,132
1324014,115194.36742471173,1,217,0,Over 60,0,0,0
1324693,31940.256422306433,2,98,98,Under 60,98,98,98
1325055,94459.38128826361,4,128,0,Over 60,0,0,0
1325152,62100.236257140044,2,105,105,Over 60,0,0,0
1325880,123572.1396010544,3,171,0,Over 60,0,0,0
1325884,85243.83189428668,2,211,0,Over 60,0,0,0
1326374,36652.75327149918,1,62,62,Under 60,62,0,0
1327517,71211.0634989127,4,68,68,Over 60,0,0,0
1329064,109958.25981449755,1,110,0,Over 60,0,0,0
1329665,553875.4630084549,2,111,0,Over 60,0,0,0
1329912,1706.9710809298194,1,45,45,Under 60,45,45,45
1329944,37490.53048913345,1,150,150,Under 60,150,0,0
1331261,117288.8104687974,3,72,0,Over 60,0,0,0
1331928,1466.1101308599675,1,62,62,Under 60,62,62,62
1332101,257721.2165747414,3,126,0,Over 60,0,0,0
1332496,10891.103829245472,1,115,115,Under 60,115,115,115
1333609,30788.312748059314,2,159,159,Under 60,159,159,159
1336232,36652.75327149918,1,207,207,Under 60,207,0,0
1337861,144516.57004191107,2,70,0,Over 60,0,0,0
1338887,55502.74066827019,3,52,52,Over 60,0,0,0
1339361,77494.3926311697,2,98,0,Over 60,0,0,0
1339841,183263.76635749592,2,76,0,Over 60,0,0,0
1339885,22201.09626730808,2,135,135,Under 60,135,135,135
1340054,23038.873484942345,3,183,183,Under 60,183,183,183
1340410,37071.64188031632,4,77,77,Under 60,77,77,77
1340506,83777.72176342671,1,202,0,Over 60,0,0,0
1340633,20420.819679835262,1,211,211,Under 60,211,211,211
1340653,43983.303925799024,1,82,82,Over 60,0,0,0
1341335,71211.0634989127,2,46,0,Over 60,0,0,0
1341888,47124.968491927524,1,133,133,Over 60,0,0,0
1341899,11519.436742471173,1,99,99,Under 60,99,99,99
1342816,68069.3989327842,1,69,0,Over 60,0,0,0
1342939,513871.60086641856,2,103,0,Over 60,0,0,0
1343191,57597.183712355865,2,110,110,Over 60,0,0,0
1344370,58644.4052343987,1,67,0,Over 60,0,0,0
1344589,751035.8589634591,8,139,0,Over 60,0,0,0
1344992,160224.89287255358,2,110,0,Over 60,0,0,0
1345710,173838.77265911043,2,124,0,Over 60,0,0,0
1346293,282749.81095156516,2,68,0,Over 60,0,0,0
1346861,104722.15220428338,2,121,0,Over 60,0,0,0
1347812,20944.43044085668,1,127,127,Under 60,127,127,127
1349769,85872.16480751238,1,131,0,Over 60,0,0,0
1350480,6388.051284461287,1,84,84,Under 60,84,84,84
1350621,62833.29132257003,3,130,130,Over 60,0,0,0
1350902,47124.968491927524,2,157,157,Under 60,157,0,0
1351452,112712.45241747021,1,110,0,Over 60,0,0,0
1352007,166089.33339599345,3,75,0,Over 60,0,0,0
1352072,160957.94793798355,5,61,0,Over 60,0,0,0
1352590,316260.8996569358,2,131,0,Over 60,0,0,0
1352704,119383.25351288306,1,134,0,Over 60,0,0,0
1353286,12723.74149282043,1,70,70,Under 60,70,70,70
1354009,47858.023557357505,4,66,66,Under 60,66,66,0
1354380,312700.3464819902,2,67,0,Over 60,0,0,0
1355679,137186.01938761125,1,106,0,Over 60,0,0,0
1355831,251333.16529028013,2,190,0,Over 60,0,0,0
1355912,30893.0349002636,2,66,66,Under 60,66,66,66
1356074,205674.30692921256,4,62,0,Over 60,0,0,0
1357010,31416.645661285016,1,104,104,Under 60,104,104,0
1357069,32683.783702956847,1,78,78,Under 60,78,78,0
1358297,41888.86088171336,1,112,112,Under 60,112,0,0
1359450,44925.803295637576,3,75,75,Under 60,75,75,0
1360442,143678.7928242768,2,72,0,Over 60,0,0,0
1360520,115194.36742471173,1,205,0,Over 60,0,0,0
1360718,71944.11856434269,1,121,0,Over 60,0,0,0
1363084,65974.95588869853,2,75,0,Over 60,0,0,0
1363106,350819.2098843493,2,60,0,Over 60,0,0,0
1363110,18849.98739677101,1,217,217,Under 60,217,217,217
1363311,43669.13746918617,2,100,100,Under 60,100,0,0
1364237,38778.61296124614,1,71,71,Under 60,71,0,0
1365186,36652.75327149918,1,102,102,Under 60,102,0,0
1366007,93202.71546181221,2,115,0,Over 60,0,0,0
1366445,33511.08870537068,1,175,175,Under 60,175,175,0
1366905,197505.97905727846,5,105,0,Over 60,0,0,0
1367163,277513.70334135095,3,75,0,Over 60,0,0,0
1367226,206302.63984243828,3,65,0,Over 60,0,0,0
1367522,76447.17110912687,3,72,0,Over 60,0,0,0
1368082,214156.80125775954,4,76,0,Over 60,0,0,0
1368546,179179.60242152886,2,122,0,Over 60,0,0,0
1368743,18432.14600947592,5,116,116,Under 60,116,116,116
1369580,44611.63683902472,1,70,70,Over 60,0,0,0
1369714,169649.8865709391,2,126,0,Over 60,0,0,0
1370590,20944.43044085668,1,60,60,Under 60,60,60,60
1371364,16231.933591663925,1,53,53,Under 60,53,53,53
1372299,104722.15220428338,1,113,0,Over 60,0,0,0
1374321,235415.39815522905,8,58,0,Over 60,0,0,0
1374460,86919.38632955521,2,133,0,Over 60,0,0,0
1375872,58958.571691011544,2,75,75,Over 60,0,0,0
1376028,631474.5777918288,2,66,0,Over 60,0,0,0
1376051,149124.34473889956,5,69,0,Over 60,0,0,0
1376155,52361.07610214169,1,103,103,Over 60,0,0,0
1376350,69116.62045482703,1,194,0,Over 60,0,0,0
1379575,113099.92438062606,2,76,0,Over 60,0,0,0
1379612,59691.62675644153,1,122,0,Over 60,0,0,0
1380469,397944.17837627686,2,118,0,Over 60,0,0,0
1380530,130902.69025535423,6,240,0,Over 60,0,0,0
1381007,143259.90421545968,1,239,0,Over 60,0,0,0
1381152,182216.5448354531,2,124,0,Over 60,0,0,0
1381411,118336.03199084023,2,134,0,Over 60,0,0,0
1381948,133416.02190825704,4,128,0,Over 60,0,0,0
1383792,129855.4687333114,3,76,0,Over 60,0,0,0
1384727,114775.47881589459,5,113,0,Over 60,0,0,0
1384786,102502.04257755258,2,111,0,Over 60,0,0,0
1385416,84824.94328546955,2,181,0,Over 60,0,0,0
1385596,172686.8289848633,3,67,0,Over 60,0,0,0
1385901,206407.36199464256,4,71,0,Over 60,0,0,0
1385940,65032.45651885998,1,213,0,Over 60,0,0,0
1386131,60749.3204937048,3,170,170,Over 60,0,0,0
1386641,15708.322830642508,1,140,140,Under 60,140,140,140
1390136,67022.17741074137,6,51,51,Under 60,51,0,0
1390959,238766.50702576613,1,199,0,Over 60,0,0,0
1391292,20598.847338582542,1,95,95,Under 60,95,95,95
1391520,7330.550654299837,1,263,263,Under 60,263,263,263
1392351,47962.745709561794,1,93,93,Over 60,0,0,0
1392937,83777.72176342671,1,65,0,Over 60,0,0,0
1393380,62833.29132257003,2,221,221,Over 60,0,0,0
1394535,335110.88705370686,4,151,0,Over 60,0,0,0
1397241,89013.82937364088,1,142,0,Over 60,0,0,0
1397418,817880.0087154532,2,96,0,Over 60,0,0,0
1398678,3560.553174945635,3,81,81,Under 60,81,81,81
1399697,123572.1396010544,2,72,0,Over 60,0,0,0
1400742,76342.44895692258,2,114,0,Over 60,0,0,0
1401218,2513.331652902801,1,189,189,Under 60,189,189,189
1401301,11833.603199084022,1,92,92,Under 60,92,92,92
1401339,86982.21962087778,2,109,0,Over 60,0,0,0
1401469,162319.33591663925,2,66,0,Over 60,0,0,0
1401811,100009.65535509064,2,121,0,Over 60,0,0,0
1402393,72258.28502095553,2,82,0,Over 60,0,0,0
1402407,25447.48298564086,1,100,100,Under 60,100,100,100
1402795,347677.54531822086,4,131,0,Over 60,0,0,0
1402796,111005.48133654038,2,232,0,Over 60,0,0,0
1402816,89327.99583025373,1,69,0,Over 60,0,0,0
1404051,73315.9787582188,1,72,0,Over 60,0,0,0
1404965,83149.38885020101,3,140,0,Over 60,0,0,0
1405103,21991.651962899512,1,116,116,Under 60,116,116,116
1405368,37699.97479354202,2,188,188,Under 60,188,188,0
1405614,55502.74066827019,1,301,301,Over 60,0,0,0
1406136,2199.165196289951,1,116,116,Under 60,116,116,116
1406246,132997.1332994399,2,71,0,Over 60,0,0,0
1406962,102627.70916019772,1,132,0,Over 60,0,0,0
1407043,30474.146291446465,1,63,63,Under 60,63,63,0
1407566,5236.10761021417,2,76,76,Under 60,76,76,76
1407695,97391.60154998355,3,75,0,Over 60,0,0,0
1407823,5969.162675644153,1,128,128,Under 60,128,128,128
1409328,36652.75327149918,1,116,116,Under 60,116,0,0
1409942,41888.86088171336,1,130,130,Under 60,130,0,0
1410299,77473.44820072886,2,57,0,Over 60,0,0,0
1410771,104826.87435648766,1,77,0,Over 60,0,0,0
1410932,56549.96219031303,1,205,0,Over 60,0,0,0
1410983,19897.20891881384,1,500,500,Under 60,500,500,500
1411059,106816.59524836905,1,138,0,Over 60,0,0,0
1411975,54455.51914622736,1,47,47,Over 60,0,0,0
1412067,39794.41783762768,1,78,78,Under 60,78,0,0
1412731,198972.08918813843,2,109,0,Over 60,0,0,0
1413522,101056.87687713347,2,136,0,Over 60,0,0,0
1413661,26180.538051070846,1,76,76,Under 60,76,76,76
1413708,90584.66165670512,2,58,0,Over 60,0,0,0
1414189,104722.15220428338,2,105,0,Over 60,0,0,0
1414364,135196.29849572986,1,113,0,Over 60,0,0,0
1414887,57523.87820581286,1,67,0,Over 60,0,0,0
1415209,14870.54561300824,1,178,178,Under 60,178,178,178
1416515,180122.10179136743,2,105,0,Over 60,0,0,0
1417224,115194.36742471173,1,120,0,Over 60,0,0,0
1417883,21939.29088679737,1,346,346,Under 60,346,346,346
1419310,60738.848278484365,1,130,0,Over 60,0,0,0
1419468,530941.3116757168,2,118,0,Over 60,0,0,0
1419477,81054.94580611534,2,116,0,Over 60,0,0,0
1419840,11100.54813365404,2,120,120,Under 60,120,120,120
1420061,104722.15220428338,2,305,0,Over 60,0,0,0
1420137,19897.20891881384,1,115,115,Under 60,115,115,115
1422964,25133.316529028012,1,135,135,Under 60,135,135,135
1423949,401085.8429424054,1,138,0,Over 60,0,0,0
1424594,68278.84323719276,7,330,330,Under 60,330,0,0
1424838,149302.3723976468,5,143,0,Over 60,0,0,0
1424963,24609.705768006595,1,108,108,Under 60,108,108,108
1425529,146611.01308599673,2,96,0,Over 60,0,0,0
1425680,293483.8315525042,2,198,0,Over 60,0,0,0
1425746,283744.67139750585,4,48,0,Over 60,0,0,0
1425885,31416.645661285016,2,120,120,Under 60,120,120,120
1425961,71211.0634989127,1,134,0,Over 60,0,0,0
1426661,228294.2918053378,2,125,0,Over 60,0,0,0
1426722,219916.5196289951,3,74,0,Over 60,0,0,0
1427269,56131.0735814959,2,98,98,Over 60,0,0,0
1427293,92469.66039638223,3,86,0,Over 60,0,0,0
1427576,92071.71621800597,5,53,0,Over 60,0,0,0
1427594,162109.89161223068,3,105,0,Over 60,0,0,0
1428477,25133.316529028012,1,66,66,Under 60,66,66,66
1431008,242955.39311393746,4,161,0,Over 60,0,0,0
1431662,84992.49872899639,1,145,0,Over 60,0,0,0
1431730,58644.4052343987,3,437,437,Over 60,0,0,0
1432354,51334.79901053972,2,122,122,Over 60,0,0,0
1433422,139280.4624316969,2,134,0,Over 60,0,0,0
1433631,150799.89917416807,2,72,0,Over 60,0,0,0
1434779,104722.15220428338,1,71,0,Over 60,0,0,0
1435379,213423.74619232953,2,70,0,Over 60,0,0,0
1436775,103936.73606275125,2,121,0,Over 60,0,0,0
1437494,215099.30062759807,2,67,0,Over 60,0,0,0
1437635,29322.20261719935,1,116,116,Under 60,116,116,0
1437664,24400.261463598028,1,214,214,Under 60,214,214,214
1437866,193735.98157792425,2,106,0,Over 60,0,0,0
1438108,434387.4873433675,3,133,0,Over 60,0,0,0
1438230,37699.97479354202,2,108,108,Under 60,108,108,0
1439694,45250.441967470855,1,159,159,Over 60,0,0,0
1439914,27018.315268705115,3,361,361,Under 60,361,361,361
1440667,152161.28715282376,3,43,0,Over 60,0,0,0
1441067,94249.93698385505,2,98,0,Over 60,0,0,0
1441905,15289.434221825375,2,66,66,Under 60,66,66,66
1441982,96344.38002794072,1,75,0,Over 60,0,0,0
1442094,120430.4750349259,1,130,0,Over 60,0,0,0
