SERIALNO,HINCP,NP,WGTP,AMI_80,HINCP_threshold,AMI_60,AMI_50,AMI_40
595798,20389.403034173978,1,154,154,Under 60,154,154,154
596173,39794.41783762768,1,120,120,Under 60,120,0,0
596322,24086.09500698518,1,93,93,Under 60,93,93,93
596747,600476.8207393609,3,86,0,Over 60,0,0,0
597297,255522.05137845146,2,141,0,Over 60,0,0,0
598324,156036.00678438225,2,76,0,Over 60,0,0,0
598345,209444.30440856676,1,114,0,Over 60,0,0,0
598741,286938.6970397365,3,77,0,Over 60,0,0,0
599020,21991.651962899512,1,119,119,Under 60,119,119,119
599429,398677.23344170686,1,64,0,Over 60,0,0,0
599988,58644.4052343987,1,128,0,Over 60,0,0,0
600068,90218.13412399014,5,100,0,Over 60,0,0,0
600224,78541.61415321253,1,169,0,Over 60,0,0,0
600288,314.16645661285014,2,108,108,Under 60,108,108,108
601341,201590.1429932455,3,147,0,Over 60,0,0,0
602646,213633.1904967381,2,116,0,Over 60,0,0,0
603107,20944.43044085668,1,158,158,Under 60,158,158,158
603115,43145.526708164754,4,74,74,Under 60,74,74,0
603144,128808.24721126856,1,110,0,Over 60,0,0,0
603634,190594.31701179576,2,65,0,Over 60,0,0,0
603640,522563.5394993741,3,67,0,Over 60,0,0,0
604642,83149.38885020101,3,110,0,Over 60,0,0,0
604740,122671.52909209757,2,107,0,Over 60,0,0,0
605265,26180.538051070846,1,38,38,Under 60,38,38,38
606200,241908.1715918946,1,108,0,Over 60,0,0,0
606458,17802.765874728175,1,136,136,Under 60,136,136,136
606967,142788.6545305404,3,73,0,Over 60,0,0,0
607537,121372.97440476445,4,72,0,Over 60,0,0,0
608417,143469.34851986825,2,118,0,Over 60,0,0,0
609156,136138.7978655684,6,73,0,Over 60,0,0,0
610072,37699.97479354202,1,158,158,Under 60,158,0,0
610108,117288.8104687974,2,111,0,Over 60,0,0,0
610138,89663.10671730744,4,67,0,Over 60,0,0,0
610844,159701.28211153217,2,72,0,Over 60,0,0,0
610975,11728.88104687974,1,150,150,Under 60,150,150,150
611726,31416.645661285016,1,131,131,Under 60,131,131,0
611820,46077.74696988469,3,63,63,Under 60,63,0,0
613666,575029.3377537201,2,206,0,Over 60,0,0,0
614089,18326.37663574959,1,229,229,Under 60,229,229,229
615225,41888.86088171336,1,115,115,Under 60,115,0,0
615317,4188.886088171335,2,97,97,Under 60,97,97,97
615456,78332.16984880397,2,69,0,Over 60,0,0,0
615594,62833.29132257003,1,115,0,Over 60,0,0,0
616822,12566.658264514006,1,61,61,Under 60,61,61,61
616834,307254.79456736747,2,46,0,Over 60,0,0,0
617245,15352.267513147945,1,130,130,Under 60,130,130,130
618616,15289.434221825375,1,78,78,Under 60,78,78,78
618681,136138.7978655684,3,106,0,Over 60,0,0,0
618761,78541.61415321253,1,111,0,Over 60,0,0,0
619549,245395.41926029726,2,60,0,Over 60,0,0,0
619648,732322.0103645537,4,111,0,Over 60,0,0,0
620580,331131.4452699441,2,83,0,Over 60,0,0,0
621050,261805.38051070846,2,161,0,Over 60,0,0,0
622032,277513.70334135095,2,43,0,Over 60,0,0,0
623526,104722.15220428338,3,144,0,Over 60,0,0,0
623660,28798.591856177933,1,85,85,Under 60,85,85,0
624180,180122.10179136743,2,72,0,Over 60,0,0,0
624401,198972.08918813843,2,111,0,Over 60,0,0,0
624486,556598.2389657662,2,119,0,Over 60,0,0,0
624652,47124.968491927524,2,98,98,Under 60,98,0,0
625217,230388.73484942346,2,126,0,Over 60,0,0,0
626464,115194.36742471173,1,150,0,Over 60,0,0,0
627595,94773.54774487646,2,112,0,Over 60,0,0,0
627849,324638.6718332785,3,66,0,Over 60,0,0,0
628388,290080.36160586495,2,100,0,Over 60,0,0,0
628952,8377.77217634267,1,73,73,Under 60,73,73,73
629894,55722.657187899196,2,65,65,Over 60,0,0,0
630453,178027.65874728176,1,207,0,Over 60,0,0,0
630478,141427.2665518847,2,64,0,Over 60,0,0,0
630854,65974.95588869853,2,143,0,Over 60,0,0,0
631538,193735.98157792425,5,198,0,Over 60,0,0,0
631952,163366.5574386821,2,119,0,Over 60,0,0,0
633314,82877.11125446987,1,176,0,Over 60,0,0,0
635881,324638.6718332785,3,126,0,Over 60,0,0,0
637102,456169.6950018584,5,192,0,Over 60,0,0,0
638429,184520.43218394733,3,72,0,Over 60,0,0,0
639067,138442.68521406263,3,69,0,Over 60,0,0,0
639216,129227.13582008569,2,67,0,Over 60,0,0,0
639694,489052.45079400344,4,120,0,Over 60,0,0,0
640589,599010.710608501,2,136,0,Over 60,0,0,0
644022,55502.74066827019,3,109,109,Over 60,0,0,0
644482,122022.25174843101,2,72,0,Over 60,0,0,0
645148,180122.10179136743,5,114,0,Over 60,0,0,0
646241,68100.81557844549,2,390,0,Over 60,0,0,0
646846,13928.04624316969,2,119,119,Under 60,119,119,119
647100,294269.24769403634,2,123,0,Over 60,0,0,0
647479,108073.26107482046,2,101,0,Over 60,0,0,0
647629,48172.19001397036,2,118,118,Over 60,0,0,0
648125,74771.61667385834,3,121,0,Over 60,0,0,0
648428,238138.1741125404,2,98,0,Over 60,0,0,0
648552,48172.19001397036,2,164,164,Over 60,0,0,0
648882,404646.396117351,4,67,0,Over 60,0,0,0
649018,131949.91177739706,3,116,0,Over 60,0,0,0
649282,40213.30644644482,2,134,134,Under 60,134,0,0
650991,81892.72302374961,3,440,0,Over 60,0,0,0
651394,83777.72176342671,3,68,0,Over 60,0,0,0
652084,28693.869703973647,1,106,106,Under 60,106,106,0
652096,128808.24721126856,3,107,0,Over 60,0,0,0
652355,152894.34221825373,3,120,0,Over 60,0,0,0
652534,94249.93698385505,2,120,0,Over 60,0,0,0
653084,112785.7579240132,2,113,0,Over 60,0,0,0
653380,25134.363750550056,4,114,114,Under 60,114,114,114
654165,85872.16480751238,1,67,0,Over 60,0,0,0
654497,65346.622975472834,2,84,0,Over 60,0,0,0
655078,356893.0947121978,2,64,0,Over 60,0,0,0
656572,46077.74696988469,2,71,71,Under 60,71,0,0
658303,230074.5683928106,4,74,0,Over 60,0,0,0
659016,128808.24721126856,2,388,0,Over 60,0,0,0
659638,259710.9374666228,4,81,0,Over 60,0,0,0
659815,48172.19001397036,2,184,184,Over 60,0,0,0
660887,130965.52354667679,4,65,0,Over 60,0,0,0
662061,489052.45079400344,1,143,0,Over 60,0,0,0
662631,193735.98157792425,2,111,0,Over 60,0,0,0
663236,183473.21066190448,1,118,0,Over 60,0,0,0
663761,78541.61415321253,4,390,390,Over 60,0,0,0
664102,178027.65874728176,3,120,0,Over 60,0,0,0
664843,149647.95549992096,1,36,0,Over 60,0,0,0
665235,71944.11856434269,2,54,0,Over 60,0,0,0
665422,41155.80581628337,1,104,104,Under 60,104,0,0
665558,80636.0571972982,2,110,0,Over 60,0,0,0
667918,73305.50654299837,2,127,0,Over 60,0,0,0
668388,371763.64032520604,4,147,0,Over 60,0,0,0
668741,15394.156374029657,1,310,310,Under 60,310,310,310
669339,98648.26737643495,2,68,0,Over 60,0,0,0
669519,66393.84449751566,3,87,87,Over 60,0,0,0
670080,61786.0698005272,1,112,0,Over 60,0,0,0
670237,94459.38128826361,2,82,0,Over 60,0,0,0
670310,46391.91342649754,1,101,101,Over 60,0,0,0
671676,127761.02568922573,3,117,0,Over 60,0,0,0
672709,92155.49393976938,1,67,0,Over 60,0,0,0
672791,305160.3515232818,6,48,0,Over 60,0,0,0
673351,196249.31323082707,8,121,0,Over 60,0,0,0
673800,157083.22830642507,3,46,0,Over 60,0,0,0
674213,11938.325351288306,1,76,76,Under 60,76,76,76
674477,59691.62675644153,1,58,0,Over 60,0,0,0
675086,168602.66504889625,2,69,0,Over 60,0,0,0
675993,83463.55530681385,2,21,0,Over 60,0,0,0
676597,36652.75327149918,1,81,81,Under 60,81,0,0
677064,54989.60212246921,1,121,121,Over 60,0,0,0
678038,83358.83315460957,1,166,0,Over 60,0,0,0
678102,55083.852059453064,2,67,67,Over 60,0,0,0
679609,209444.30440856676,2,74,0,Over 60,0,0,0
681061,30893.0349002636,2,74,74,Under 60,74,74,74
681291,298458.1337822077,2,118,0,Over 60,0,0,0
683874,89118.55152584516,2,86,0,Over 60,0,0,0
685122,527799.6471095883,4,129,0,Over 60,0,0,0
685494,52465.79825434597,2,84,84,Over 60,0,0,0
686286,141374.90547578258,2,73,0,Over 60,0,0,0
686426,204208.1967983526,3,69,0,Over 60,0,0,0
686948,169337.81455737032,4,43,0,Over 60,0,0,0
687151,36652.75327149918,1,73,73,Under 60,73,0,0
687668,160224.89287255358,2,135,0,Over 60,0,0,0
687904,85872.16480751238,2,109,0,Over 60,0,0,0
688365,124828.8054275058,1,216,0,Over 60,0,0,0
689457,626238.4701816146,2,72,0,Over 60,0,0,0
690403,75504.67173928831,1,55,0,Over 60,0,0,0
691197,134149.076973687,2,124,0,Over 60,0,0,0
691388,475438.57100744656,1,242,0,Over 60,0,0,0
691690,73305.50654299837,1,118,0,Over 60,0,0,0
693168,62833.29132257003,1,144,0,Over 60,0,0,0
693204,45030.52544784186,2,124,124,Under 60,124,0,0
693365,138704.49059457335,4,66,0,Over 60,0,0,0
693514,84510.77682885669,1,157,0,Over 60,0,0,0
695534,267041.48812092264,5,139,0,Over 60,0,0,0
695639,294269.24769403634,4,71,0,Over 60,0,0,0
695855,294478.6919984449,2,69,0,Over 60,0,0,0
696066,12985.546873331139,1,159,159,Under 60,159,159,159
696279,245887.61337565738,2,56,0,Over 60,0,0,0
696927,74876.33882606262,2,82,0,Over 60,0,0,0
697539,347677.54531822086,2,104,0,Over 60,0,0,0
698278,17802.765874728175,1,53,53,Under 60,53,53,53
698810,169545.1644187348,1,94,0,Over 60,0,0,0
699597,35605.53174945635,1,57,57,Under 60,57,0,0
700411,251856.77605130154,3,190,0,Over 60,0,0,0
700951,308930.349002636,2,229,0,Over 60,0,0,0
701197,143972.01485044882,4,64,0,Over 60,0,0,0
701975,78227.44769659969,3,75,0,Over 60,0,0,0
702272,115194.36742471173,2,55,0,Over 60,0,0,0
702362,17488.599418115326,1,124,124,Under 60,124,124,124
703019,109644.0933578847,2,66,0,Over 60,0,0,0
703064,115215.31185515258,1,114,0,Over 60,0,0,0
703130,248400.94502856018,1,111,0,Over 60,0,0,0
703691,9110.827241772655,1,109,109,Under 60,109,109,109
703910,70373.28628127843,4,494,494,Over 60,0,0,0
703921,329874.77944349265,2,103,0,Over 60,0,0,0
704319,363385.8681488634,1,121,0,Over 60,0,0,0
705537,29322.20261719935,1,162,162,Under 60,162,162,0
705846,99486.04459406922,2,98,0,Over 60,0,0,0
706464,30997.75705246788,1,56,56,Under 60,56,56,0
706982,41888.86088171336,1,272,272,Under 60,272,0,0
707655,89013.82937364088,3,99,0,Over 60,0,0,0
708127,72781.89578197696,2,100,0,Over 60,0,0,0
709494,32463.86718332785,7,171,171,Under 60,171,171,171
709523,267041.48812092264,3,67,0,Over 60,0,0,0
709559,26180.538051070846,1,92,92,Under 60,92,92,92
711245,157083.22830642507,2,127,0,Over 60,0,0,0
711536,491670.5045991105,1,219,0,Over 60,0,0,0
712867,76656.61541353544,3,65,0,Over 60,0,0,0
714256,83777.72176342671,2,108,0,Over 60,0,0,0
714363,16860.266504889623,1,84,84,Under 60,84,84,84
715783,54455.51914622736,1,124,124,Over 60,0,0,0
716122,42203.0273383262,1,110,110,Over 60,0,0,0
716311,41888.86088171336,1,321,321,Under 60,321,0,0
717945,151532.95423959807,2,109,0,Over 60,0,0,0
718165,56549.96219031303,1,61,0,Over 60,0,0,0
718635,60110.51536525867,3,96,96,Over 60,0,0,0
718739,141374.90547578258,3,152,0,Over 60,0,0,0
719049,240860.9500698518,2,118,0,Over 60,0,0,0
720039,43983.303925799024,2,547,547,Under 60,547,0,0
720266,80112.44643627679,5,301,301,Over 60,0,0,0
720910,57073.57295133445,2,69,69,Over 60,0,0,0
721232,62833.29132257003,2,116,116,Over 60,0,0,0
722402,30369.424139242183,1,97,97,Under 60,97,97,0
722676,71215.25238500087,1,226,0,Over 60,0,0,0
722680,1003238.2181170349,4,108,0,Over 60,0,0,0
722894,175409.60494217466,2,209,0,Over 60,0,0,0
723202,178551.26950830317,3,67,0,Over 60,0,0,0
723576,84824.94328546955,2,75,0,Over 60,0,0,0
724395,197505.97905727846,2,95,0,Over 60,0,0,0
724476,42936.08240375619,2,162,162,Under 60,162,0,0
724552,226199.84876125213,4,65,0,Over 60,0,0,0
725346,57073.57295133445,1,81,0,Over 60,0,0,0
725415,31940.256422306433,1,117,117,Under 60,117,117,0
725935,194783.2030999671,2,77,0,Over 60,0,0,0
726989,223058.1841951236,3,117,0,Over 60,0,0,0
727536,119592.69781729163,3,189,0,Over 60,0,0,0
728031,440880.2607800331,2,72,0,Over 60,0,0,0
728977,66917.45525853708,2,161,0,Over 60,0,0,0
729168,111529.0920975618,1,54,0,Over 60,0,0,0
729347,75923.56034810546,2,38,0,Over 60,0,0,0
729857,95297.15850589788,1,123,0,Over 60,0,0,0
730062,83777.72176342671,1,135,0,Over 60,0,0,0
730396,61786.0698005272,2,155,155,Over 60,0,0,0
731328,251333.16529028013,2,153,0,Over 60,0,0,0
731654,11519.436742471173,1,88,88,Under 60,88,88,88
732078,233844.5658721648,2,45,0,Over 60,0,0,0
732202,173838.77265911043,3,134,0,Over 60,0,0,0
732244,22201.09626730808,4,62,62,Under 60,62,62,62
733568,125666.58264514006,1,44,0,Over 60,0,0,0
733909,63880.512844612866,2,70,70,Over 60,0,0,0
735274,59482.18245203296,2,204,204,Over 60,0,0,0
735662,272487.04003554536,4,138,0,Over 60,0,0,0
736141,48381.63431837892,2,131,131,Over 60,0,0,0
736481,225152.62723920928,3,64,0,Over 60,0,0,0
736488,31416.645661285016,1,267,267,Under 60,267,267,0
736622,78541.61415321253,1,155,0,Over 60,0,0,0
737311,122524.91807901156,3,71,0,Over 60,0,0,0
737378,63042.735626978596,3,111,111,Over 60,0,0,0
738247,62833.29132257003,1,156,0,Over 60,0,0,0
738275,46077.74696988469,1,195,195,Over 60,0,0,0
738981,95611.32496251073,2,66,0,Over 60,0,0,0
739034,198972.08918813843,3,215,0,Over 60,0,0,0
739386,58644.4052343987,1,370,0,Over 60,0,0,0
739617,89746.88443907085,1,48,0,Over 60,0,0,0
739662,150799.89917416807,2,145,0,Over 60,0,0,0
740089,41888.86088171336,2,63,63,Under 60,63,0,0
740918,55502.74066827019,1,133,133,Over 60,0,0,0
741021,140327.68395373973,3,124,0,Over 60,0,0,0
741929,73305.50654299837,1,105,0,Over 60,0,0,0
742088,32463.86718332785,1,103,103,Under 60,103,103,0
742110,52465.79825434597,5,212,212,Under 60,212,212,0
742698,4188.886088171335,1,104,104,Under 60,104,104,104
743338,168916.8315055091,4,56,0,Over 60,0,0,0
743818,223059.23141664563,2,106,0,Over 60,0,0,0
746413,630427.356269786,3,147,0,Over 60,0,0,0
747004,75818.83819590117,1,86,0,Over 60,0,0,0
747315,107162.1783506432,2,71,0,Over 60,0,0,0
747491,27227.75957311368,1,98,98,Under 60,98,98,98
747634,151847.1206962109,2,64,0,Over 60,0,0,0
747905,489052.45079400344,1,123,0,Over 60,0,0,0
749070,15708.322830642508,1,40,40,Under 60,40,40,40
751670,635663.4638800002,4,123,0,Over 60,0,0,0
752835,31940.256422306433,2,80,80,Under 60,80,80,80
753000,50266.633058056024,2,117,117,Over 60,0,0,0
753431,128808.24721126856,1,111,0,Over 60,0,0,0
754675,57074.62017285649,5,62,62,Under 60,62,0,0
754742,65870.23373649425,2,108,0,Over 60,0,0,0
755040,165565.72263497204,2,75,0,Over 60,0,0,0
755140,162842.94667766066,3,64,0,Over 60,0,0,0
755142,41784.13872950907,2,57,57,Under 60,57,0,0
755914,73357.8676191005,1,45,0,Over 60,0,0,0
756076,21991.651962899512,3,149,149,Under 60,149,149,149
756651,214156.80125775954,4,70,0,Over 60,0,0,0
757549,7330.550654299837,1,55,55,Under 60,55,55,55
758140,51313.85458009886,2,107,107,Over 60,0,0,0
758565,20944.43044085668,1,65,65,Under 60,65,65,65
760179,110377.14842331469,2,123,0,Over 60,0,0,0
761416,96030.21357132787,4,104,0,Over 60,0,0,0
762227,164413.7789607249,3,117,0,Over 60,0,0,0
762276,54455.51914622736,2,81,81,Over 60,0,0,0
762986,119414.67015854435,2,121,0,Over 60,0,0,0
763666,53408.297624184524,1,113,113,Over 60,0,0,0
763871,60005.79321305438,1,114,0,Over 60,0,0,0
764876,36652.75327149918,1,126,126,Under 60,126,0,0
765114,95087.71420148932,2,118,0,Over 60,0,0,0
766818,173105.71759368043,3,66,0,Over 60,0,0,0
767119,41888.86088171336,1,77,77,Under 60,77,0,0
769010,199495.69994915984,2,92,0,Over 60,0,0,0
769558,1151.9436742471173,1,155,155,Under 60,155,155,155
770086,53408.297624184524,2,128,128,Over 60,0,0,0
770433,61786.0698005272,4,132,132,Over 60,0,0,0
770458,9215.549393976939,1,55,55,Under 60,55,55,55
771657,41888.86088171336,1,424,424,Under 60,424,0,0
771722,24934.344439839875,3,109,109,Under 60,109,109,109
771897,235624.8424596376,2,122,0,Over 60,0,0,0
771930,53408.297624184524,1,54,54,Over 60,0,0,0
772329,92155.49393976938,1,68,0,Over 60,0,0,0
772390,9424.993698385504,1,127,127,Under 60,127,127,127
772729,58644.4052343987,1,140,0,Over 60,0,0,0
773085,167241.27707024055,2,101,0,Over 60,0,0,0
774054,56549.96219031303,1,111,0,Over 60,0,0,0
774977,10472.21522042834,1,107,107,Under 60,107,107,107
775568,489054.54523704754,4,72,0,Over 60,0,0,0
775747,221801.5183686722,2,110,0,Over 60,0,0,0
776155,60319.95966966723,2,126,126,Over 60,0,0,0
776845,111529.0920975618,2,57,0,Over 60,0,0,0
777063,207873.4721255025,4,125,0,Over 60,0,0,0
777933,164413.7789607249,2,166,0,Over 60,0,0,0
779029,36652.75327149918,1,94,94,Under 60,94,0,0
780221,65660.78943208569,2,212,0,Over 60,0,0,0
780250,207873.4721255025,3,122,0,Over 60,0,0,0
781218,153941.56374029658,3,109,0,Over 60,0,0,0
781336,335320.3313581154,4,64,0,Over 60,0,0,0
781511,42936.08240375619,2,107,107,Under 60,107,0,0
781773,20944.43044085668,1,264,264,Under 60,264,264,264
782218,78541.61415321253,1,305,0,Over 60,0,0,0
782559,250966.63775756513,2,216,0,Over 60,0,0,0
782909,652419.0082326855,3,71,0,Over 60,0,0,0
783726,2094.4430440856677,1,34,34,Under 60,34,34,34
784450,12357.213960105439,1,88,88,Under 60,88,88,88
784819,83777.72176342671,1,117,0,Over 60,0,0,0
787268,942499.3698385505,4,132,0,Over 60,0,0,0
787302,256569.27290049428,2,119,0,Over 60,0,0,0
787558,109958.25981449755,1,175,0,Over 60,0,0,0
787979,12671.38041671829,2,257,257,Under 60,257,257,257
789069,99276.60028966065,2,107,0,Over 60,0,0,0
790219,37699.97479354202,3,112,112,Under 60,112,112,0
792034,52361.07610214169,2,43,43,Over 60,0,0,0
792444,231435.95637146628,1,108,0,Over 60,0,0,0
792926,54141.35268961451,2,130,130,Over 60,0,0,0
793218,186405.43092362443,2,72,0,Over 60,0,0,0
793930,112785.7579240132,3,127,0,Over 60,0,0,0
794048,71629.95210772984,1,63,0,Over 60,0,0,0
795360,26044.39925320528,2,119,119,Under 60,119,119,119
796305,254684.2741608172,3,53,0,Over 60,0,0,0
796578,233111.51080673482,3,65,0,Over 60,0,0,0
797135,26075.815898866564,1,71,71,Under 60,71,71,71
797283,23038.873484942345,1,117,117,Under 60,117,117,117
797500,72258.28502095553,2,70,0,Over 60,0,0,0
797660,134044.35482148273,3,118,0,Over 60,0,0,0
798063,93202.71546181221,2,149,0,Over 60,0,0,0
798067,18849.98739677101,6,90,90,Under 60,90,90,90
798395,62833.29132257003,1,148,0,Over 60,0,0,0
798742,31448.062306946304,1,110,110,Under 60,110,110,0
798794,525181.5933044811,4,123,0,Over 60,0,0,0
799748,157345.03368693579,3,87,0,Over 60,0,0,0
799994,62833.29132257003,3,108,108,Over 60,0,0,0
800804,489052.45079400344,1,149,0,Over 60,0,0,0
800818,102627.70916019772,2,113,0,Over 60,0,0,0
801511,107340.20600939047,3,111,0,Over 60,0,0,0
802143,109434.64905347614,2,340,0,Over 60,0,0,0
802479,157083.22830642507,4,128,0,Over 60,0,0,0
802743,238766.50702576613,2,71,0,Over 60,0,0,0
803618,129122.41366788141,2,67,0,Over 60,0,0,0
803891,235258.3149269226,7,75,0,Over 60,0,0,0
804007,83652.05518078158,1,55,0,Over 60,0,0,0
804086,330314.6124827507,2,154,0,Over 60,0,0,0
804403,120430.4750349259,2,117,0,Over 60,0,0,0
805422,277513.70334135095,1,102,0,Over 60,0,0,0
805457,83777.72176342671,1,110,0,Over 60,0,0,0
806487,230388.73484942346,3,78,0,Over 60,0,0,0
806824,210910.41453942674,1,74,0,Over 60,0,0,0
807500,52361.07610214169,1,145,145,Over 60,0,0,0
807811,122524.91807901156,3,124,0,Over 60,0,0,0
808072,201904.30944985838,2,60,0,Over 60,0,0,0
808847,41888.86088171336,1,477,477,Under 60,477,0,0
808883,82102.16732815818,2,169,0,Over 60,0,0,0
809309,89537.44013466229,4,89,0,Over 60,0,0,0
810572,43459.69316477761,3,83,83,Under 60,83,83,0
810615,221696.79621646792,3,370,0,Over 60,0,0,0
811032,75399.94958708403,2,137,0,Over 60,0,0,0
811093,125666.58264514006,1,119,0,Over 60,0,0,0
811244,288509.52932280075,2,108,0,Over 60,0,0,0
811709,141374.90547578258,1,76,0,Over 60,0,0,0
812441,33511.08870537068,1,125,125,Under 60,125,125,0
812791,178027.65874728176,2,65,0,Over 60,0,0,0
813111,48172.19001397036,2,79,79,Over 60,0,0,0
813633,225152.62723920928,2,134,0,Over 60,0,0,0
814451,183263.76635749592,4,66,0,Over 60,0,0,0
814739,64089.95714902143,1,63,0,Over 60,0,0,0
814782,680.693989327842,1,111,111,Under 60,111,111,111
815248,162319.33591663925,2,125,0,Over 60,0,0,0
816074,63880.512844612866,2,134,134,Over 60,0,0,0
816492,40736.917207466235,3,200,200,Under 60,200,200,0
817028,133049.49437554204,1,63,0,Over 60,0,0,0
817402,141374.90547578258,2,70,0,Over 60,0,0,0
817734,18012.210179136742,1,172,172,Under 60,172,172,172
819585,514185.76732303144,2,213,0,Over 60,0,0,0
819816,8796.660785159804,1,157,157,Under 60,157,157,157
820371,58645.45245592074,2,56,56,Over 60,0,0,0
820396,196877.64614405276,3,64,0,Over 60,0,0,0
820603,136767.1307787941,2,135,0,Over 60,0,0,0
820800,192374.59359926858,2,106,0,Over 60,0,0,0
821409,211884.3305549266,5,101,0,Over 60,0,0,0
821576,83777.72176342671,1,64,0,Over 60,0,0,0
822559,12566.658264514006,1,67,67,Under 60,67,67,67
823398,109958.25981449755,1,58,0,Over 60,0,0,0
825016,136138.7978655684,2,68,0,Over 60,0,0,0
825389,198762.64488372987,4,65,0,Over 60,0,0,0
825415,533035.7547198024,2,115,0,Over 60,0,0,0
826787,145877.95802056676,1,87,0,Over 60,0,0,0
828315,24609.705768006595,4,85,85,Under 60,85,85,85
828570,167555.44352685343,3,107,0,Over 60,0,0,0
828739,40841.639359670524,1,71,71,Under 60,71,0,0
829961,36652.75327149918,3,426,426,Under 60,426,426,0
830357,555236.8509871105,2,59,0,Over 60,0,0,0
830509,130274.35734212853,3,161,0,Over 60,0,0,0
831524,380455.5789581615,2,111,0,Over 60,0,0,0
832185,214680.41201878095,2,140,0,Over 60,0,0,0
833460,53408.297624184524,2,63,63,Over 60,0,0,0
836666,98438.82307202638,1,59,0,Over 60,0,0,0
837704,472611.0728979309,2,274,0,Over 60,0,0,0
837838,89013.82937364088,1,203,0,Over 60,0,0,0
838708,108911.03829245472,6,76,0,Over 60,0,0,0
839051,525181.5933044811,4,95,0,Over 60,0,0,0
840715,57597.183712355865,1,75,0,Over 60,0,0,0
840912,33720.53300977925,6,78,78,Under 60,78,78,78
841998,21782.207658490945,2,211,211,Under 60,211,211,211
843243,19782.01455138913,1,70,70,Under 60,70,70,70
843891,38118.86340235915,1,63,63,Under 60,63,0,0
843974,231435.95637146628,2,119,0,Over 60,0,0,0
844397,13603.407571336413,2,124,124,Under 60,124,124,124
844596,124305.19466648439,2,120,0,Over 60,0,0,0
844668,18849.98739677101,3,165,165,Under 60,165,165,165
845381,119906.86427390447,3,62,0,Over 60,0,0,0
845553,53513.01977638881,1,103,103,Over 60,0,0,0
846130,223058.1841951236,4,119,0,Over 60,0,0,0
846330,275429.73251248576,3,65,0,Over 60,0,0,0
846587,135719.90925675127,1,172,0,Over 60,0,0,0
847541,92155.49393976938,1,136,0,Over 60,0,0,0
848379,58120.79447337728,2,72,72,Over 60,0,0,0
848416,54989.60212246921,1,71,71,Over 60,0,0,0
848457,41396.66676635322,1,63,63,Under 60,63,0,0
848483,209444.30440856676,1,68,0,Over 60,0,0,0
850132,93831.04837503792,3,127,0,Over 60,0,0,0
850457,35605.53174945635,2,67,67,Under 60,67,67,0
851184,65660.78943208569,2,119,0,Over 60,0,0,0
851243,113518.81298944319,2,111,0,Over 60,0,0,0
851720,293222.02617199346,5,117,0,Over 60,0,0,0
851811,185148.76509717302,3,61,0,Over 60,0,0,0
851942,71211.0634989127,1,96,0,Over 60,0,0,0
852775,95192.4363536936,2,108,0,Over 60,0,0,0
853334,175933.2157031961,2,140,0,Over 60,0,0,0
853893,68907.17615041847,2,134,0,Over 60,0,0,0
854192,26389.982355479413,1,67,67,Under 60,67,67,67
854416,23038.873484942345,2,164,164,Under 60,164,164,164
854577,50371.355210260306,2,303,303,Over 60,0,0,0
855309,44245.10930630973,2,135,135,Under 60,135,0,0
855512,49009.96723160463,2,119,119,Over 60,0,0,0
856110,126609.08201497862,2,96,0,Over 60,0,0,0
856841,56654.684342517314,3,182,182,Over 60,0,0,0
857006,41689.88879252521,2,44,44,Under 60,44,0,0
858835,53408.297624184524,1,115,115,Over 60,0,0,0
859646,165984.61124378917,1,158,0,Over 60,0,0,0
860366,112052.70285858322,1,67,0,Over 60,0,0,0
861231,55973.99035318947,1,69,69,Over 60,0,0,0
862791,43983.303925799024,1,198,198,Over 60,0,0,0
863526,28693.869703973647,2,120,120,Under 60,120,120,120
863839,116241.58894675456,4,101,0,Over 60,0,0,0
865902,2115.3874745265243,1,215,215,Under 60,215,215,215
865906,17698.043722523893,2,68,68,Under 60,68,68,68
865987,31416.645661285016,1,118,118,Under 60,118,118,0
867850,39375.529228810556,1,74,74,Under 60,74,0,0
869681,300552.5768262933,2,80,0,Over 60,0,0,0
870033,139280.4624316969,3,71,0,Over 60,0,0,0
870527,91108.27241772655,2,129,0,Over 60,0,0,0
871192,228294.2918053378,3,131,0,Over 60,0,0,0
871262,58644.4052343987,1,210,0,Over 60,0,0,0
871652,52.361076102141695,1,148,148,Under 60,148,148,148
871999,13509.157634352558,1,83,83,Under 60,83,83,83
872079,136295.88109387484,5,97,0,Over 60,0,0,0
872100,75399.94958708403,3,110,0,Over 60,0,0,0
872381,157093.7005216455,1,60,0,Over 60,0,0,0
872933,75190.50528267547,1,125,0,Over 60,0,0,0
873337,62414.4027137529,1,228,0,Over 60,0,0,0
873388,12043.04750349259,1,170,170,Under 60,170,170,170
874044,157083.22830642507,3,122,0,Over 60,0,0,0
874127,146611.01308599673,3,125,0,Over 60,0,0,0
874567,73305.50654299837,1,289,0,Over 60,0,0,0
874754,60738.848278484365,1,77,0,Over 60,0,0,0
875017,132578.24469062276,3,118,0,Over 60,0,0,0
875097,200019.31071018128,3,97,0,Over 60,0,0,0
875282,215518.1892364152,2,49,0,Over 60,0,0,0
875362,19897.20891881384,1,124,124,Under 60,124,124,124
876305,74771.61667385834,2,140,0,Over 60,0,0,0
877308,51837.465341120274,1,119,119,Over 60,0,0,0
877328,109434.64905347614,2,116,0,Over 60,0,0,0
877357,62833.29132257003,4,72,72,Over 60,0,0,0
