Block_Group,Population,Year
530330282002,1795,2016
530330282003,1322,2016
530330283001,1212,2016
530330283002,1394,2016
530330283003,2414,2016
530330284021,943,2016
530330284022,968,2016
530330284023,1583,2016
530330284024,1599,2016
530330284031,2867,2016
530330284032,1230,2016
530330284033,1204,2016
530330285001,1137,2016
530330285002,1352,2016
530330285003,1424,2016
530330286001,776,2016
530330286002,1067,2016
530330286003,1112,2016
530330286004,1152,2016
530330286005,1659,2016
530330286006,853,2016
530330287001,1000,2016
530330287002,1064,2016
530330287003,1655,2016
530330287004,1389,2016
530330288011,1104,2016
530330288012,1195,2016
530330288013,848,2016
530330288021,1867,2016
530330288022,1671,2016
530330288023,1069,2016
530330288024,2107,2016
530330289011,883,2016
530330289012,593,2016
530330289013,1107,2016
530330289014,772,2016
530330289021,1466,2016
530330289022,1492,2016
530330289023,1199,2016
530330289024,1146,2016
530330289025,1515,2016
530330290011,783,2016
530330290012,865,2016
530330290013,1120,2016
530330290014,1876,2016
530330290031,951,2016
530330290032,1270,2016
530330290033,1534,2016
530330290034,1115,2016
530330290035,964,2016
530330290041,2103,2016
530330290042,1689,2016
530330291011,1412,2016
530330291012,1858,2016
530330291021,1524,2016
530330291022,1208,2016
530330291023,1410,2016
530330292031,2666,2016
530330292032,1284,2016
530330292041,2575,2016
530330292042,2631,2016
530330292043,959,2016
530330292044,1011,2016
530330292051,1952,2016
530330292052,1266,2016
530330292053,1266,2016
530330292061,624,2016
530330292062,2016,2016
530330292063,1761,2016
530330293031,1052,2016
530330293032,1010,2016
530330293033,2896,2016
530330293034,1230,2016
530330293035,1200,2016
530330293041,1189,2016
530330293042,1410,2016
530330293043,1469,2016
530330293044,956,2016
530330293051,908,2016
530330293052,1181,2016
530330293053,974,2016
530330293054,803,2016
530330293061,1724,2016
530330293062,1686,2016
530330293071,939,2016
530330293072,1824,2016
530330293073,1525,2016
530330294031,1995,2016
530330294032,1136,2016
530330294033,2686,2016
530330294051,1447,2016
530330294052,1493,2016
530330294053,765,2016
530330294054,888,2016
530330294055,1048,2016
530330294061,1887,2016
530330294062,3770,2016
530330294071,1426,2016
530330294072,2051,2016
530330294073,966,2016
530330294081,816,2016
530330294082,1538,2016
530330294083,1857,2016
530330295021,2945,2016
530330295022,1561,2016
530330295023,1497,2016
530330295024,1217,2016
530330295031,1389,2016
530330295032,1698,2016
530330295033,2540,2016
530330295034,903,2016
530330295035,2313,2016
530330295041,1574,2016
530330295042,2275,2016
530330295043,2812,2016
530330296011,1508,2016
530330296012,1290,2016
530330296013,1524,2016
530330296014,990,2016
530330296015,1415,2016
530330296021,1135,2016
530330296022,1531,2016
530330296023,3281,2016
530330297001,1696,2016
530330297002,1752,2016
530330297003,1647,2016
530330297004,743,2016
530330297005,2447,2016
530330298011,1879,2016
530330298012,1680,2016
530330298013,1307,2016
530330298014,1576,2016
530330298015,2388,2016
530330298021,1059,2016
530330298022,954,2016
530330298023,1856,2016
530330298024,968,2016
530330298025,1796,2016
530330298026,1831,2016
530330299011,1706,2016
530330299012,1140,2016
530330299013,1747,2016
530330299021,1225,2016
530330299022,1252,2016
530330299023,1628,2016
530330300031,1326,2016
530330300032,2077,2016
530330300033,1300,2016
530330300034,855,2016
530330300035,1122,2016
530330300041,1741,2016
530330300042,1626,2016
530330300043,863,2016
530330300044,991,2016
530330300045,1582,2016
530330300046,1362,2016
530330300051,1610,2016
530330300052,1590,2016
530330300053,2418,2016
530330300061,1536,2016
530330300062,2397,2016
530330301001,966,2016
530330301002,1190,2016
530330301003,1437,2016
530330301004,918,2016
530330301005,1168,2016
530330301006,1109,2016
530330301007,1021,2016
530330302011,871,2016
530330302012,1717,2016
530330302013,1183,2016
530330302014,1871,2016
530330302021,858,2016
530330302022,1827,2016
530330302023,727,2016
530330302024,1688,2016
530330302025,1274,2016
530330303041,1574,2016
530330303042,1736,2016
530330303051,2057,2016
530330303052,1909,2016
530330303053,1543,2016
530330303061,1654,2016
530330303062,1189,2016
530330303063,1939,2016
530330303064,1014,2016
530330303081,701,2016
530330303082,2156,2016
530330303083,1984,2016
530330303084,2088,2016
530330303091,1007,2016
530330303092,1686,2016
530330303093,1041,2016
530330303094,2008,2016
530330303101,676,2016
530330303102,1287,2016
530330303103,1734,2016
530330303104,2110,2016
530330303111,1374,2016
530330303112,1852,2016
530330303113,1480,2016
530330303114,884,2016
530330303121,1461,2016
530330303122,1336,2016
530330303123,1036,2016
530330303124,1119,2016
530330303131,1507,2016
530330303132,2222,2016
530330303141,2015,2016
530330303142,960,2016
530330303143,1225,2016
530330304011,2538,2016
530330304012,1564,2016
530330304013,1661,2016
530330304014,1241,2016
530330304015,2227,2016
530330304031,1588,2016
530330304032,1215,2016
530330304033,1622,2016
530330304041,2108,2016
530330304042,1432,2016
530330304043,1366,2016
530330305011,725,2016
530330305012,1040,2016
530330305031,2572,2016
530330305032,3123,2016
530330305041,642,2016
530330305042,880,2016
530330305043,1412,2016
530330305044,1482,2016
530330306001,1015,2016
530330306002,1699,2016
530330306003,1482,2016
530330306004,1413,2016
530330307001,1428,2016
530330307002,1298,2016
530330307003,1059,2016
530330308011,1771,2016
530330308012,1853,2016
530330308013,3577,2016
530330308021,1468,2016
530330308022,1267,2016
530330308023,1276,2016
530330309011,2190,2016
530330309012,1520,2016
530330309021,2806,2016
530330309022,1367,2016
530330309023,1879,2016
530330310001,2740,2016
530330310002,1249,2016
530330311001,1139,2016
530330311002,1346,2016
530330311003,1903,2016
530330311004,1237,2016
530330311005,1079,2016
530330312021,1454,2016
530330312022,1171,2016
530330312023,964,2016
530330312024,1508,2016
530330312025,1262,2016
530330312041,981,2016
530330312042,1171,2016
530330312043,1337,2016
530330312044,1326,2016
530330312045,1048,2016
530330312051,2731,2016
530330312052,1960,2016
530330312053,2081,2016
530330312061,1394,2016
530330312062,1560,2016
530330312063,2373,2016
530330313011,1704,2016
530330313012,1317,2016
530330313021,1038,2016
530330313022,973,2016
530330313023,1010,2016
530330313024,846,2016
530330314001,1288,2016
530330314002,1521,2016
530330314003,1393,2016
530330314004,1031,2016
530330314005,882,2016
530330315011,1193,2016
530330315012,1375,2016
530330315013,1294,2016
530330315021,1146,2016
530330315022,1173,2016
530330315023,2010,2016
530330316011,2186,2016
530330316012,1826,2016
530330316013,1486,2016
530330316031,1720,2016
530330316032,1201,2016
530330316033,1283,2016
530330316034,1833,2016
530330316041,2820,2016
530330316042,1170,2016
530330316043,1592,2016
530330316051,1130,2016
530330316052,1452,2016
530330316053,1009,2016
530330317031,712,2016
530330317032,1164,2016
530330317033,1809,2016
530330317034,1364,2016
530330317035,1833,2016
530330317041,996,2016
530330317042,1662,2016
530330317043,2844,2016
530330317051,1179,2016
530330317052,1069,2016
530330317053,1746,2016
530330317061,1119,2016
530330317062,2418,2016
530330317063,1862,2016
530330317064,1981,2016
530330318001,1932,2016
530330318002,1494,2016
530330318003,1320,2016
530330319031,1602,2016
530330319032,2060,2016
530330319033,920,2016
530330319034,1047,2016
530330319035,1248,2016
530330319041,1644,2016
530330319042,829,2016
530330319043,1052,2016
530330319061,1636,2016
530330319062,2263,2016
530330319071,564,2016
530330319072,681,2016
530330319073,2200,2016
530330319074,2958,2016
530330319075,1267,2016
530330319081,1579,2016
530330319082,1915,2016
530330319083,1146,2016
530330319091,1765,2016
530330319092,1265,2016
530330320021,1982,2016
530330320022,1544,2016
530330320031,1811,2016
530330320032,1159,2016
530330320033,934,2016
530330320034,1126,2016
530330320051,870,2016
530330320052,1096,2016
530330320053,948,2016
530330320054,1570,2016
530330320055,1545,2016
530330320056,931,2016
530330320061,1154,2016
530330320062,1848,2016
530330320063,1809,2016
530330320071,1315,2016
530330320072,1500,2016
530330320073,1046,2016
530330320081,1446,2016
530330320082,1700,2016
530330320083,1326,2016
530330320101,1204,2016
530330320102,1400,2016
530330320103,1482,2016
530330320104,1797,2016
530330320111,2217,2016
530330320112,2099,2016
530330321021,1257,2016
530330321022,797,2016
530330321023,1538,2016
530330321024,1417,2016
530330321031,604,2016
530330321032,1249,2016
530330321033,1536,2016
530330321034,1200,2016
530330321041,2218,2016
530330321042,2199,2016
530330321043,1893,2016
530330322031,2221,2016
530330322032,1500,2016
530330322033,2522,2016
530330322034,1222,2016
530330322071,1163,2016
530330322072,1071,2016
530330322073,1383,2016
530330322081,1771,2016
530330322082,874,2016
530330322083,2016,2016
530330322084,2003,2016
530330322085,2585,2016
530330322101,1723,2016
530330322102,5494,2016
530330322103,5544,2016
530330322111,1851,2016
530330322112,1685,2016
530330322113,1346,2016
530330322121,2553,2016
530330322122,1028,2016
530330322123,1700,2016
530330322124,2913,2016
530330322131,1074,2016
530330322132,1273,2016
530330322133,2204,2016
530330322141,1969,2016
530330322142,2594,2016
530330322143,1804,2016
530330322151,2132,2016
530330322152,3077,2016
530330323071,1674,2016
530330323072,1071,2016
530330323073,1668,2016
530330323074,1308,2016
530330323075,952,2016
530330323091,1883,2016
530330323092,3578,2016
530330323093,1717,2016
530330323111,1177,2016
530330323112,1493,2016
530330323113,985,2016
530330323114,1555,2016
530330323115,1052,2016
530330323131,911,2016
530330323132,1088,2016
530330323133,755,2016
530330323134,3621,2016
530330323151,1866,2016
530330323152,1624,2016
530330323153,1982,2016
530330323161,891,2016
530330323162,1854,2016
530330323163,1810,2016
530330323164,1244,2016
530330323171,1609,2016
530330323172,1334,2016
530330323173,1291,2016
530330323174,992,2016
530330323175,1252,2016
530330323181,2056,2016
530330323182,1116,2016
530330323183,900,2016
530330323184,1878,2016
530330323191,835,2016
530330323192,1933,2016
530330323193,1747,2016
530330323194,904,2016
530330323201,1373,2016
530330323202,1496,2016
530330323203,1696,2016
530330323211,930,2016
530330323212,993,2016
530330323213,2193,2016
530330323214,1440,2016
530330323221,1179,2016
530330323222,877,2016
530330323223,1612,2016
530330323231,1309,2016
530330323232,1438,2016
530330323233,1530,2016
530330323234,1469,2016
530330323241,817,2016
530330323242,1093,2016
530330323243,1907,2016
530330323244,1566,2016
530330323251,374,2016
530330323252,2129,2016
530330323253,2773,2016
530330323261,1459,2016
530330323262,1779,2016
530330323263,892,2016
530330323271,3180,2016
530330323272,743,2016
530330323281,1347,2016
530330323282,914,2016
530330323283,1194,2016
530330323291,4273,2016
530330323292,4816,2016
530330324011,1431,2016
530330324012,2144,2016
530330324013,1390,2016
530330324014,1000,2016
530330324021,2168,2016
530330324022,2171,2016
530330324023,1332,2016
530330324024,632,2016
530330325001,1067,2016
530330325002,1859,2016
530330325003,1028,2016
530330325004,1471,2016
530330326011,1784,2016
530330326012,1047,2016
530330326021,3308,2016
530330326022,1378,2016
530330326023,4760,2016
530330326024,3856,2016
530330327021,1525,2016
530330327022,1424,2016
530330327023,960,2016
530330327024,914,2016
530330327025,1213,2016
530330327026,582,2016
530330327031,1395,2016
530330327032,850,2016
530330327041,1761,2016
530330327042,2093,2016
530330327043,1287,2016
530330327044,1482,2016
530330328001,779,2016
530330328002,1233,2016
530330328003,388,2016
530339901000,0,2016
