ParcelID,DocumentDate,PropertyType,SalePrice,lat,lon,blkgrp
3971701415,5/16/2017,11,450000,47.76785,-122.31571000000001,530330000000.0
3751600805,3/9/2017,11,135000,47.29003,-122.26596,530330000000.0
5422500030,5/16/2018,11,730000,47.72446,-122.21616999999999,530330000000.0
3356405133,11/15/2016,11,244475,47.281659999999995,-122.25514,530330000000.0
2201500075,4/18/2017,11,510000,47.57524,-122.13861999999999,530330000000.0
2937500230,8/9/2016,11,1199950,47.70665,-122.12505,530330000000.0
4338800645,5/15/2018,11,585000,47.47826,-122.34577,530330000000.0
4338800645,5/15/2017,11,510000,47.47826,-122.34577,530330000000.0
4278900215,5/24/2017,11,2195000,47.605579999999996,-122.28929,530330000000.0
2881700046,8/30/2017,11,550000,47.74584,-122.33426000000001,530330000000.0
5724500590,8/30/2016,11,1800000,47.70998,-122.3174,530330000000.0
5126300030,11/8/2017,11,710000,47.48237,-122.14147,530330000000.0
1604600395,3/29/2018,11,475000,47.56119,-122.28962,530330000000.0
1355000030,4/14/2017,11,190000,47.413709999999995,-122.18113999999998,530330000000.0
2461900635,4/26/2017,11,515000,47.55151,-122.38391999999999,530330000000.0
2461900635,1/11/2017,11,350500,47.55151,-122.38391999999999,530330000000.0
2925069016,6/6/2017,11,1110000,47.623999999999995,-122.0707,530330000000.0
7922900450,4/10/2017,11,980000,47.586240000000004,-122.11662,530330000000.0
3586500260,8/5/2016,11,771000,47.7563,-122.37455,530330000000.0
3586500260,10/6/2016,11,1000000,47.7563,-122.37455,530330000000.0
8926600175,1/9/2017,11,602000,47.67962,-122.27685,530330000000.0
6802150370,4/24/2018,11,947876,47.616690000000006,-122.04012,530330000000.0
2734100310,2/21/2017,11,500000,47.54318,-122.32246,530330000000.0
9222400825,9/14/2016,11,610000,47.67243,-122.32273,530330000000.0
7853280480,9/15/2017,11,1175000,47.53906,-121.86193,530330000000.0
1079600050,6/23/2017,11,430000,47.36991,-122.17327,530330000000.0
2767602716,3/8/2017,11,764950,47.6734,-122.38843999999999,530330000000.0
6084100180,12/7/2016,11,751000,47.76188,-122.32616000000002,530330000000.0
1950900060,5/1/2018,11,140000,47.37559,-122.29621000000002,530330000000.0
2781250030,8/4/2016,11,449999,47.35049,-122.02486,530330000000.0
