Id,Id2,Geography,Med_Hh_Income,Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)
1500000US530330005002,530330005002,"Block Group 2, Census Tract 5, King County, Washington",143125,35918
1500000US530330005003,530330005003,"Block Group 3, Census Tract 5, King County, Washington",114167,22383
1500000US530330006001,530330006001,"Block Group 1, Census Tract 6, King County, Washington",62429,16068
1500000US530330006002,530330006002,"Block Group 2, Census Tract 6, King County, Washington",36471,14800
1500000US530330006003,530330006003,"Block Group 3, Census Tract 6, King County, Washington",51154,33150
1500000US530330006004,530330006004,"Block Group 4, Census Tract 6, King County, Washington",60786,11334
1500000US530330006005,530330006005,"Block Group 5, Census Tract 6, King County, Washington",81912,29590
1500000US530330006006,530330006006,"Block Group 6, Census Tract 6, King County, Washington",44756,9987
1500000US530330007001,530330007001,"Block Group 1, Census Tract 7, King County, Washington",47757,12262
1500000US530330007002,530330007002,"Block Group 2, Census Tract 7, King County, Washington",46518,9648
1500000US530330007003,530330007003,"Block Group 3, Census Tract 7, King County, Washington",76458,45610
1500000US530330007004,530330007004,"Block Group 4, Census Tract 7, King County, Washington",78750,19213
1500000US530330008001,530330008001,"Block Group 1, Census Tract 8, King County, Washington",65938,25092
1500000US530330008002,530330008002,"Block Group 2, Census Tract 8, King County, Washington",84350,5232
1500000US530330009001,530330009001,"Block Group 1, Census Tract 9, King County, Washington",121848,18348
1500000US530330009002,530330009002,"Block Group 2, Census Tract 9, King County, Washington",109712,22540
1500000US530330010001,530330010001,"Block Group 1, Census Tract 10, King County, Washington",61116,15644
1500000US530330010002,530330010002,"Block Group 2, Census Tract 10, King County, Washington",81500,16683
1500000US530330011001,530330011001,"Block Group 1, Census Tract 11, King County, Washington",57441,34902
1500000US530330011002,530330011002,"Block Group 2, Census Tract 11, King County, Washington",71250,42298
1500000US530330012001,530330012001,"Block Group 1, Census Tract 12, King County, Washington",77847,42603
1500000US530330012002,530330012002,"Block Group 2, Census Tract 12, King County, Washington",40238,30375
1500000US530330012003,530330012003,"Block Group 3, Census Tract 12, King County, Washington",21434,8632
1500000US530330012004,530330012004,"Block Group 4, Census Tract 12, King County, Washington",36061,9795
1500000US530330012005,530330012005,"Block Group 5, Census Tract 12, King County, Washington",22331,12934
1500000US530330013001,530330013001,"Block Group 1, Census Tract 13, King County, Washington",48472,10300
1500000US530330013002,530330013002,"Block Group 2, Census Tract 13, King County, Washington",63291,11606
1500000US530330013003,530330013003,"Block Group 3, Census Tract 13, King County, Washington",48190,17782
1500000US530330014001,530330014001,"Block Group 1, Census Tract 14, King County, Washington",68929,17711
1500000US530330014002,530330014002,"Block Group 2, Census Tract 14, King County, Washington",57823,26494
1500000US530330014003,530330014003,"Block Group 3, Census Tract 14, King County, Washington",61786,11464
1500000US530330014004,530330014004,"Block Group 4, Census Tract 14, King County, Washington",103900,45977
1500000US530330015001,530330015001,"Block Group 1, Census Tract 15, King County, Washington",98313,11965
1500000US530330015002,530330015002,"Block Group 2, Census Tract 15, King County, Washington",109625,18414
1500000US530330016001,530330016001,"Block Group 1, Census Tract 16, King County, Washington",105855,22256
1500000US530330016002,530330016002,"Block Group 2, Census Tract 16, King County, Washington",120786,27786
1500000US530330016003,530330016003,"Block Group 3, Census Tract 16, King County, Washington",73068,10058
1500000US530330017011,530330017011,"Block Group 1, Census Tract 17.01, King County, Washington",62833,14351
1500000US530330017012,530330017012,"Block Group 2, Census Tract 17.01, King County, Washington",87446,31870
1500000US530330017013,530330017013,"Block Group 3, Census Tract 17.01, King County, Washington",80446,14471
1500000US530330017021,530330017021,"Block Group 1, Census Tract 17.02, King County, Washington",50087,16689
1500000US530330017022,530330017022,"Block Group 2, Census Tract 17.02, King County, Washington",61317,11548
1500000US530330017023,530330017023,"Block Group 3, Census Tract 17.02, King County, Washington",67287,16207
1500000US530330017024,530330017024,"Block Group 4, Census Tract 17.02, King County, Washington",80167,20228
1500000US530330018001,530330018001,"Block Group 1, Census Tract 18, King County, Washington",105625,20870
1500000US530330018002,530330018002,"Block Group 2, Census Tract 18, King County, Washington",72031,56642
1500000US530330018003,530330018003,"Block Group 3, Census Tract 18, King County, Washington",58750,30055
1500000US530330019001,530330019001,"Block Group 1, Census Tract 19, King County, Washington",52038,14421
1500000US530330019002,530330019002,"Block Group 2, Census Tract 19, King County, Washington",92279,28796
1500000US530330019003,530330019003,"Block Group 3, Census Tract 19, King County, Washington",75438,24633
1500000US530330020001,530330020001,"Block Group 1, Census Tract 20, King County, Washington",71477,30071
1500000US530330020002,530330020002,"Block Group 2, Census Tract 20, King County, Washington",73684,17654
1500000US530330020003,530330020003,"Block Group 3, Census Tract 20, King County, Washington",80179,14699
1500000US530330021001,530330021001,"Block Group 1, Census Tract 21, King County, Washington",110469,7155
1500000US530330021002,530330021002,"Block Group 2, Census Tract 21, King County, Washington",64597,16734
1500000US530330021003,530330021003,"Block Group 3, Census Tract 21, King County, Washington",83889,29277
1500000US530330022001,530330022001,"Block Group 1, Census Tract 22, King County, Washington",79932,68162
1500000US530330022002,530330022002,"Block Group 2, Census Tract 22, King County, Washington",99865,19852
1500000US530330022003,530330022003,"Block Group 3, Census Tract 22, King County, Washington",125854,29385
1500000US530330022004,530330022004,"Block Group 4, Census Tract 22, King County, Washington",145799,37523
1500000US530330024001,530330024001,"Block Group 1, Census Tract 24, King County, Washington",114226,13816
1500000US530330024002,530330024002,"Block Group 2, Census Tract 24, King County, Washington",73235,19440
1500000US530330024003,530330024003,"Block Group 3, Census Tract 24, King County, Washington",98456,19988
1500000US530330025001,530330025001,"Block Group 1, Census Tract 25, King County, Washington",113966,8182
1500000US530330025002,530330025002,"Block Group 2, Census Tract 25, King County, Washington",96591,13301
1500000US530330026001,530330026001,"Block Group 1, Census Tract 26, King County, Washington",81429,26159
1500000US530330026002,530330026002,"Block Group 2, Census Tract 26, King County, Washington",107778,34110
1500000US530330026003,530330026003,"Block Group 3, Census Tract 26, King County, Washington",110119,38517
1500000US530330026004,530330026004,"Block Group 4, Census Tract 26, King County, Washington",90114,25944
1500000US530330027001,530330027001,"Block Group 1, Census Tract 27, King County, Washington",71386,35485
1500000US530330027002,530330027002,"Block Group 2, Census Tract 27, King County, Washington",127500,41940
1500000US530330027003,530330027003,"Block Group 3, Census Tract 27, King County, Washington",92292,44961
1500000US530330027004,530330027004,"Block Group 4, Census Tract 27, King County, Washington",110375,28784
1500000US530330028001,530330028001,"Block Group 1, Census Tract 28, King County, Washington",130433,11763
1500000US530330028002,530330028002,"Block Group 2, Census Tract 28, King County, Washington",83810,35675
1500000US530330028003,530330028003,"Block Group 3, Census Tract 28, King County, Washington",67750,35216
1500000US530330028004,530330028004,"Block Group 4, Census Tract 28, King County, Washington",67391,30220
1500000US530330029001,530330029001,"Block Group 1, Census Tract 29, King County, Washington",73523,32664
1500000US530330029002,530330029002,"Block Group 2, Census Tract 29, King County, Washington",105476,15203
1500000US530330029003,530330029003,"Block Group 3, Census Tract 29, King County, Washington",101806,39049
1500000US530330030001,530330030001,"Block Group 1, Census Tract 30, King County, Washington",105625,24746
1500000US530330030002,530330030002,"Block Group 2, Census Tract 30, King County, Washington",100000,43971
1500000US530330030003,530330030003,"Block Group 3, Census Tract 30, King County, Washington",79063,19178
1500000US530330030004,530330030004,"Block Group 4, Census Tract 30, King County, Washington",97273,42585
1500000US530330031001,530330031001,"Block Group 1, Census Tract 31, King County, Washington",88899,30239
1500000US530330031002,530330031002,"Block Group 2, Census Tract 31, King County, Washington",70707,24358
1500000US530330031003,530330031003,"Block Group 3, Census Tract 31, King County, Washington",84191,6112
1500000US530330031004,530330031004,"Block Group 4, Census Tract 31, King County, Washington",111607,18690
1500000US530330031005,530330031005,"Block Group 5, Census Tract 31, King County, Washington",118036,24418
1500000US530330032001,530330032001,"Block Group 1, Census Tract 32, King County, Washington",77578,32324
1500000US530330032002,530330032002,"Block Group 2, Census Tract 32, King County, Washington",67431,29864
1500000US530330032003,530330032003,"Block Group 3, Census Tract 32, King County, Washington",73269,19513
1500000US530330032004,530330032004,"Block Group 4, Census Tract 32, King County, Washington",40750,12588
1500000US530330032005,530330032005,"Block Group 5, Census Tract 32, King County, Washington",73250,26029
1500000US530330032006,530330032006,"Block Group 6, Census Tract 32, King County, Washington",76667,23637
1500000US530330032007,530330032007,"Block Group 7, Census Tract 32, King County, Washington",113977,16068
1500000US530330033001,530330033001,"Block Group 1, Census Tract 33, King County, Washington",91630,26196
1500000US530330033002,530330033002,"Block Group 2, Census Tract 33, King County, Washington",72143,29142
1500000US530330033003,530330033003,"Block Group 3, Census Tract 33, King County, Washington",77407,7246
1500000US530330033004,530330033004,"Block Group 4, Census Tract 33, King County, Washington",79375,18602
1500000US530330033005,530330033005,"Block Group 5, Census Tract 33, King County, Washington",67102,29089
1500000US530330034001,530330034001,"Block Group 1, Census Tract 34, King County, Washington",108750,29756
1500000US530330034002,530330034002,"Block Group 2, Census Tract 34, King County, Washington",97292,13847
1500000US530330034003,530330034003,"Block Group 3, Census Tract 34, King County, Washington",89766,26958
1500000US530330035001,530330035001,"Block Group 1, Census Tract 35, King County, Washington",82355,7579
1500000US530330035002,530330035002,"Block Group 2, Census Tract 35, King County, Washington",78021,13017
1500000US530330035003,530330035003,"Block Group 3, Census Tract 35, King County, Washington",67639,21413
1500000US530330036001,530330036001,"Block Group 1, Census Tract 36, King County, Washington",47614,14412
1500000US530330036002,530330036002,"Block Group 2, Census Tract 36, King County, Washington",85417,36470
1500000US530330036003,530330036003,"Block Group 3, Census Tract 36, King County, Washington",80682,21518
1500000US530330036004,530330036004,"Block Group 4, Census Tract 36, King County, Washington",65544,7333
1500000US530330038001,530330038001,"Block Group 1, Census Tract 38, King County, Washington",80729,25362
1500000US530330038002,530330038002,"Block Group 2, Census Tract 38, King County, Washington",88889,23418
1500000US530330039001,530330039001,"Block Group 1, Census Tract 39, King County, Washington",103917,13060
1500000US530330039002,530330039002,"Block Group 2, Census Tract 39, King County, Washington",120500,41508
1500000US530330040001,530330040001,"Block Group 1, Census Tract 40, King County, Washington",58750,25441
1500000US530330040002,530330040002,"Block Group 2, Census Tract 40, King County, Washington",160625,13772
1500000US530330041001,530330041001,"Block Group 1, Census Tract 41, King County, Washington",82396,27618
1500000US530330041002,530330041002,"Block Group 2, Census Tract 41, King County, Washington",180234,51599
1500000US530330041003,530330041003,"Block Group 3, Census Tract 41, King County, Washington",200625,48695
1500000US530330041004,530330041004,"Block Group 4, Census Tract 41, King County, Washington",88031,18769
1500000US530330041005,530330041005,"Block Group 5, Census Tract 41, King County, Washington",98083,84585
1500000US530330041006,530330041006,"Block Group 6, Census Tract 41, King County, Washington",196635,102937
1500000US530330042001,530330042001,"Block Group 1, Census Tract 42, King County, Washington",110714,48628
1500000US530330042002,530330042002,"Block Group 2, Census Tract 42, King County, Washington",107132,18560
1500000US530330042003,530330042003,"Block Group 3, Census Tract 42, King County, Washington",82500,18423
1500000US530330042004,530330042004,"Block Group 4, Census Tract 42, King County, Washington",124559,30247
1500000US530330042005,530330042005,"Block Group 5, Census Tract 42, King County, Washington",142841,41399
1500000US530330043011,530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",29737,6598
1500000US530330043012,530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",64300,29227
1500000US530330043013,530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",103269,31538
1500000US530330043021,530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",8158,4955
1500000US530330043022,530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",21078,4657
1500000US530330044001,530330044001,"Block Group 1, Census Tract 44, King County, Washington",86466,17679
1500000US530330044002,530330044002,"Block Group 2, Census Tract 44, King County, Washington",74219,35153
1500000US530330044003,530330044003,"Block Group 3, Census Tract 44, King County, Washington",43125,35709
1500000US530330044004,530330044004,"Block Group 4, Census Tract 44, King County, Washington",31859,11981
1500000US530330045001,530330045001,"Block Group 1, Census Tract 45, King County, Washington",59063,13596
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",106875,29927
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",82917,38654
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",123125,40691
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",94531,53158
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",68676,60476
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",55456,14667
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",72416,9701
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",63241,20039
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",86635,36276
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",103235,7296
1500000US530330048003,530330048003,"Block Group 3, Census Tract 48, King County, Washington",58988,12967
1500000US530330048004,530330048004,"Block Group 4, Census Tract 48, King County, Washington",99808,30338
1500000US530330049001,530330049001,"Block Group 1, Census Tract 49, King County, Washington",77981,24396
1500000US530330049002,530330049002,"Block Group 2, Census Tract 49, King County, Washington",70536,13115
1500000US530330049003,530330049003,"Block Group 3, Census Tract 49, King County, Washington",74188,73620
1500000US530330049004,530330049004,"Block Group 4, Census Tract 49, King County, Washington",70635,8321
1500000US530330049005,530330049005,"Block Group 5, Census Tract 49, King County, Washington",52143,10414
1500000US530330050001,530330050001,"Block Group 1, Census Tract 50, King County, Washington",71250,26055
1500000US530330050002,530330050002,"Block Group 2, Census Tract 50, King County, Washington",96389,32837
1500000US530330050003,530330050003,"Block Group 3, Census Tract 50, King County, Washington",43598,12085
1500000US530330051001,530330051001,"Block Group 1, Census Tract 51, King County, Washington",74919,13149
1500000US530330051002,530330051002,"Block Group 2, Census Tract 51, King County, Washington",136683,15071
1500000US530330051003,530330051003,"Block Group 3, Census Tract 51, King County, Washington",92721,15341
1500000US530330052001,530330052001,"Block Group 1, Census Tract 52, King County, Washington",20833,12956
1500000US530330052002,530330052002,"Block Group 2, Census Tract 52, King County, Washington",19821,23249
1500000US530330052003,530330052003,"Block Group 3, Census Tract 52, King County, Washington",41234,4653
1500000US530330052004,530330052004,"Block Group 4, Census Tract 52, King County, Washington",109609,40186
1500000US530330052005,530330052005,"Block Group 5, Census Tract 52, King County, Washington",29792,27774
1500000US530330053011,530330053011,"Block Group 1, Census Tract 53.01, King County, Washington",16078,10833
1500000US530330053012,530330053012,"Block Group 2, Census Tract 53.01, King County, Washington",12579,4115
1500000US530330053013,530330053013,"Block Group 3, Census Tract 53.01, King County, Washington",11667,7202
1500000US530330053014,530330053014,"Block Group 4, Census Tract 53.01, King County, Washington",4515,3553
1500000US530330053021,530330053021,"Block Group 1, Census Tract 53.02, King County, Washington",4583,3414
1500000US530330053022,530330053022,"Block Group 2, Census Tract 53.02, King County, Washington",-,**
1500000US530330053023,530330053023,"Block Group 3, Census Tract 53.02, King County, Washington",-,**
1500000US530330054001,530330054001,"Block Group 1, Census Tract 54, King County, Washington",112411,26049
1500000US530330054002,530330054002,"Block Group 2, Census Tract 54, King County, Washington",94844,16044
1500000US530330054003,530330054003,"Block Group 3, Census Tract 54, King County, Washington",58208,10470
1500000US530330054004,530330054004,"Block Group 4, Census Tract 54, King County, Washington",52043,7862
1500000US530330056001,530330056001,"Block Group 1, Census Tract 56, King County, Washington",146167,33689
1500000US530330056002,530330056002,"Block Group 2, Census Tract 56, King County, Washington",157417,34911
1500000US530330056003,530330056003,"Block Group 3, Census Tract 56, King County, Washington",237946,88072
1500000US530330056004,530330056004,"Block Group 4, Census Tract 56, King County, Washington",168203,67312
1500000US530330056005,530330056005,"Block Group 5, Census Tract 56, King County, Washington",120875,33384
1500000US530330057001,530330057001,"Block Group 1, Census Tract 57, King County, Washington",86181,160850
1500000US530330057002,530330057002,"Block Group 2, Census Tract 57, King County, Washington",114464,61193
1500000US530330057003,530330057003,"Block Group 3, Census Tract 57, King County, Washington",92475,21935
1500000US530330057004,530330057004,"Block Group 4, Census Tract 57, King County, Washington",106250,34164
1500000US530330057005,530330057005,"Block Group 5, Census Tract 57, King County, Washington",80197,28424
1500000US530330057006,530330057006,"Block Group 6, Census Tract 57, King County, Washington",60625,17453
1500000US530330058011,530330058011,"Block Group 1, Census Tract 58.01, King County, Washington",65909,40432
1500000US530330058012,530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",55039,11922
1500000US530330058013,530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",74500,10153
1500000US530330058014,530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",62656,14761
1500000US530330058021,530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",73202,36448
1500000US530330058022,530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",63140,15766
1500000US530330058023,530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",67750,38279
1500000US530330059001,530330059001,"Block Group 1, Census Tract 59, King County, Washington",73021,26920
1500000US530330059002,530330059002,"Block Group 2, Census Tract 59, King County, Washington",81444,35293
1500000US530330059003,530330059003,"Block Group 3, Census Tract 59, King County, Washington",37401,62073
1500000US530330059004,530330059004,"Block Group 4, Census Tract 59, King County, Washington",110104,63803
1500000US530330059005,530330059005,"Block Group 5, Census Tract 59, King County, Washington",123300,59168
1500000US530330060001,530330060001,"Block Group 1, Census Tract 60, King County, Washington",76386,11921
1500000US530330060002,530330060002,"Block Group 2, Census Tract 60, King County, Washington",132244,35643
1500000US530330060003,530330060003,"Block Group 3, Census Tract 60, King County, Washington",206741,48097
1500000US530330060004,530330060004,"Block Group 4, Census Tract 60, King County, Washington",73421,9333
1500000US530330061001,530330061001,"Block Group 1, Census Tract 61, King County, Washington",111971,12923
1500000US530330061002,530330061002,"Block Group 2, Census Tract 61, King County, Washington",78083,15475
1500000US530330061003,530330061003,"Block Group 3, Census Tract 61, King County, Washington",72716,9840
1500000US530330061004,530330061004,"Block Group 4, Census Tract 61, King County, Washington",62736,11500
1500000US530330062001,530330062001,"Block Group 1, Census Tract 62, King County, Washington",88625,20862
1500000US530330062002,530330062002,"Block Group 2, Census Tract 62, King County, Washington",130739,20618
1500000US530330062003,530330062003,"Block Group 3, Census Tract 62, King County, Washington",135268,43452
1500000US530330063001,530330063001,"Block Group 1, Census Tract 63, King County, Washington",100000,35963
1500000US530330063002,530330063002,"Block Group 2, Census Tract 63, King County, Washington",151042,46782
1500000US530330063003,530330063003,"Block Group 3, Census Tract 63, King County, Washington",153200,76926
1500000US530330063004,530330063004,"Block Group 4, Census Tract 63, King County, Washington",134205,49516
1500000US530330064001,530330064001,"Block Group 1, Census Tract 64, King County, Washington",131563,30276
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",181212,11970
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",147875,33839
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",201739,116510
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",84447,23025
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",88278,25626
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",74766,22101
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",71645,39881
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",90771,13721
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",83487,13025
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",74500,13077
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",82441,54507
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",97222,30022
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",95583,37538
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",93068,62936
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",117212,47473
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",84196,31164
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",105234,34366
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",94600,26830
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",48458,13988
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",64318,26511
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",84830,31959
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",50241,9505
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",67930,33014
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",60074,19811
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",88232,7240
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",69667,13572
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",61435,35111
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",58915,35366
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",70606,16461
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",36250,10032
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",104720,16266
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",64938,12656
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",86094,60347
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",60341,18006
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",62969,23682
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",55089,17231
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",34186,7135
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",33725,12889
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",32173,25161
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",47457,34065
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",37667,9944
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",73599,17464
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",55833,17597
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",69625,23480
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",55025,8407
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",62736,7627
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",110000,22818
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",115268,49201
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",72969,28208
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",90323,50042
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington","250,000+",***
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",164013,54887
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",80764,88355
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",146838,19023
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",98125,52944
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",46641,40464
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",76103,19955
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",29320,5829
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",53015,19115
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",82132,39005
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",45489,41428
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",78125,50048
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",86089,19038
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",109295,15060
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",18396,6017
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",53375,21625
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",112134,44610
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",24904,104580
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",22896,11718
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",92045,24161
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",57000,16684
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",35755,7670
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",52292,13595
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",47466,3424
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",29153,10001
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",49293,7760
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",46797,30369
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",50089,12239
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",21581,3893
1500000US530330085003,530330085003,"Block Group 3, Census Tract 85, King County, Washington",9663,2612
1500000US530330086001,530330086001,"Block Group 1, Census Tract 86, King County, Washington",59706,15172
1500000US530330086002,530330086002,"Block Group 2, Census Tract 86, King County, Washington",38566,9687
1500000US530330086003,530330086003,"Block Group 3, Census Tract 86, King County, Washington",25107,18348
